generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_std,mature_agent_count,mature_average_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
37,45000,17,352,335,2214,1651.2,1151.0,0.5392,0.8744,0.158,17,0.5392,0.3173,0.5474,0.5952,0.7352,0.18,2.8163,0.067,0.2258,0.3931,0.3223,0.0588,0.0,0.0,0.1176,0.1765,0.6471,0,2,9,0.7417,0.5292,0.6165,8.2594,3,7
37,45500,15,352,337,2714,2147.1,1651.0,0.7046,0.9599,0.1544,15,0.7046,0.4974,0.7619,0.7994,0.8752,0.1746,2.7899,0.1083,0.2039,0.308,0.3123,0.0,0.0,0.0,0.0667,0.2667,0.6667,0,2,9,0.7787,0.5277,0.6164,8.6708,5,2
38,46000,20,364,344,2151,988.8,214.0,0.348,0.8868,0.3629,20,0.348,0.0366,0.0889,0.7214,0.8868,0.2155,2.8037,0.0209,0.266,0.3982,0.4134,0.05,0.0,0.0,0.15,0.2,0.6,12,7,10,0.7668,0.5269,0.6185,8.5386,109,10
38,46500,19,364,345,2651,1529.6,714.0,0.4892,0.9535,0.3465,19,0.4892,0.1358,0.2636,0.8786,0.9535,0.2061,3.2866,0.0892,0.1766,0.2692,0.4248,0.1053,0.0,0.0,0.1053,0.3158,0.4737,0,1,10,0.7803,0.5261,0.618,8.6887,0,1
39,47000,20,374,354,1214,682.5,682.5,0.2026,0.61,0.1799,10,0.3603,0.2252,0.3214,0.4425,0.4753,0.2639,3.1219,0.0721,0.2838,0.2192,0.5108,0.2,0.0,0.0,0.15,0.2,0.45,10,9,10,0.7601,0.522,0.6147,8.4641,185,19
39,47500,20,374,354,1714,1182.5,1182.5,0.3479,0.7285,0.1857,20,0.3479,0.1422,0.352,0.4664,0.5866,0.2697,3.4087,0.1242,0.305,0.1421,0.5125,0.3,0.0,0.0,0.1,0.25,0.35,0,0,10,0.7601,0.522,0.6147,8.4641,0,0
39,48000,20,374,354,2214,1682.5,1682.5,0.4563,0.8952,0.1957,20,0.4563,0.2529,0.4207,0.5771,0.7038,0.2474,3.4842,0.1815,0.2708,0.0433,0.4736,0.3,0.0,0.0,0.1,0.3,0.3,0,0,10,0.7601,0.522,0.6147,8.4641,0,0
39,48500,17,374,357,2714,2151.2,1651.0,0.6072,0.9619,0.216,17,0.6072,0.3713,0.5122,0.7962,0.9025,0.2555,3.2928,0.2017,0.2758,-0.0472,0.4858,0.3529,0.0,0.0,0.0588,0.2941,0.2941,0,3,10,0.7297,0.5261,0.6174,8.1254,12,9
40,49000,19,385,366,2151,1029.6,214.0,0.3003,0.8868,0.2817,19,0.3003,0.0426,0.1168,0.5341,0.6557,0.3236,3.4714,0.1932,0.4988,0.2915,0.4924,0.1053,0.0,0.0,0.1579,0.4737,0.2632,11,9,9,0.8462,0.5173,0.6084,9.4226,137,16
40,49500,19,385,366,2651,1529.6,714.0,0.4405,0.9535,0.2783,19,0.4405,0.1691,0.2934,0.655,0.869,0.2771,3.4316,0.278,0.3991,0.2588,0.4409,0.1053,0.0,0.0,0.1579,0.4737,0.2632,0,0,9,0.8462,0.5173,0.6084,9.4226,0,0
41,50000,20,394,374,1214,735.6,1214.0,0.226,0.532,0.1797,11,0.3772,0.2969,0.3315,0.4625,0.4889,0.2806,3.2219,0.3153,0.421,0.3991,0.4473,0.05,0.0,0.0,0.1,0.6,0.25,9,8,8,0.853,0.517,0.6108,9.499,138,21
41,50500,20,394,374,1714,1235.7,1714.0,0.3629,0.6785,0.1771,20,0.3629,0.1461,0.3717,0.5118,0.5835,0.2899,3.3087,0.2923,0.4158,0.3545,0.4741,0.15,0.0,0.0,0.1,0.55,0.2,0,0,8,0.853,0.517,0.6108,9.499,0,0
41,51000,19,394,375,2214,1710.5,2214.0,0.5082,0.8952,0.1946,19,0.5082,0.2652,0.5177,0.6381,0.7602,0.2914,3.0364,0.2681,0.3962,0.3032,0.494,0.2105,0.0,0.0,0.1579,0.4737,0.1579,0,1,8,0.8475,0.5184,0.6119,9.4373,3,1
41,51500,18,394,376,2714,2182.5,2182.5,0.6167,0.9619,0.2096,18,0.6167,0.3453,0.6244,0.7366,0.8893,0.2963,3.5724,0.2849,0.3832,0.2505,0.5172,0.2222,0.0,0.0,0.1111,0.5,0.1667,0,1,8,0.8385,0.5213,0.614,9.3374,10,3
42,52000,20,406,386,2151,988.8,214.0,0.3106,0.8868,0.2714,20,0.3106,0.0861,0.1548,0.4913,0.7687,0.3035,3.266,0.2225,0.3798,0.3617,0.5604,0.2,0.0,0.0,0.15,0.3,0.35,12,10,11,0.7347,0.5256,0.6221,8.1812,139,26
42,52500,20,406,386,2651,1488.8,714.0,0.446,0.9535,0.2551,20,0.446,0.2087,0.3511,0.6026,0.9085,0.3144,3.4464,0.2045,0.3812,0.2651,0.5703,0.2,0.0,0.0,0.1,0.4,0.3,0,0,11,0.7347,0.5256,0.6221,8.1812,0,0
43,53000,20,414,394,1214,788.8,1214.0,0.2802,0.6728,0.2066,12,0.4277,0.2967,0.4211,0.4944,0.5823,0.2639,3.4219,0.1339,0.3134,0.3997,0.4916,0.05,0.0,0.0,0.15,0.35,0.45,8,8,8,0.774,0.525,0.6194,8.6189,106,7
43,53500,20,414,394,1714,1288.8,1714.0,0.431,0.8285,0.2368,20,0.431,0.1442,0.5062,0.6113,0.7087,0.2604,3.3842,0.2281,0.2958,0.2946,0.4907,0.15,0.0,0.0,0.1,0.35,0.4,0,0,8,0.774,0.525,0.6194,8.6189,0,0
43,54000,20,414,394,2214,1788.8,2214.0,0.564,0.8952,0.2363,20,0.564,0.2592,0.6077,0.755,0.8788,0.2534,3.4464,0.2528,0.287,0.2788,0.4793,0.15,0.0,0.0,0.1,0.4,0.35,0,0,8,0.774,0.525,0.6194,8.6189,0,0
43,54500,20,414,394,2714,2288.8,2714.0,0.6685,0.9619,0.2249,20,0.6685,0.3924,0.6994,0.8628,0.9619,0.2511,3.2464,0.2608,0.2853,0.2536,0.4719,0.1,0.0,0.0,0.05,0.4,0.45,0,0,8,0.774,0.525,0.6194,8.6189,0,0
44,55000,19,426,407,2151,927.6,214.0,0.2741,0.8537,0.2759,19,0.2741,0.0429,0.0916,0.5541,0.6587,0.2549,2.945,0.3297,0.3015,0.2728,0.4623,0.0526,0.0,0.0,0.0,0.5789,0.3684,12,13,11,0.8662,0.5221,0.6136,9.6459,236,26
44,55500,18,426,408,2651,1359.7,714.0,0.4024,0.9311,0.2779,18,0.4024,0.1523,0.2507,0.7027,0.7985,0.2503,3.3083,0.2925,0.2811,0.2355,0.4631,0.0556,0.0,0.0,0.0,0.5,0.4444,0,1,11,0.857,0.5248,0.6164,9.5437,2,0
45,56000,20,434,414,1214,788.8,1214.0,0.2519,0.6051,0.1944,12,0.3921,0.2634,0.3646,0.4626,0.5773,0.272,3.2842,0.1596,0.4034,0.4301,0.4577,0.1,0.0,0.0,0.15,0.45,0.3,8,6,7,0.7873,0.5272,0.6181,8.767,96,16
45,56500,15,434,419,1714,1217.9,1714.0,0.4059,0.7504,0.213,15,0.4059,0.1565,0.4198,0.6095,0.6755,0.2394,2.9736,0.0399,0.3273,0.4037,0.4033,0.0667,0.0,0.0,0.2667,0.4,0.2667,0,5,7,0.7245,0.5305,0.6222,8.0679,23,16
46,57000,20,440,420,2214,1239.3,1151.0,0.4223,0.8866,0.3162,14,0.5993,0.3647,0.5891,0.7827,0.8581,0.2257,3.066,0.0701,0.2651,0.4382,0.4159,0.05,0.0,0.0,0.15,0.25,0.55,6,1,6,0.6994,0.5316,0.6229,7.7885,0,0
46,57500,20,440,420,2714,1739.3,1651.0,0.5707,0.9619,0.2901,20,0.5707,0.1513,0.5779,0.8376,0.9512,0.2334,3.166,0.1003,0.2316,0.376,0.4656,0.1,0.0,0.0,0.15,0.25,0.5,0,0,6,0.6994,0.5316,0.6229,7.7885,0,0
47,58000,20,448,428,2151,1039.3,1028.0,0.3341,0.8118,0.2686,20,0.3341,0.0429,0.254,0.6167,0.6893,0.2624,3.5219,0.1232,0.3561,0.4215,0.4483,0.1,0.0,0.0,0.2,0.3,0.4,8,8,7,0.6253,0.5278,0.6196,6.9632,152,17
47,58500,18,448,430,2651,1585.8,1528.0,0.4773,0.9535,0.2785,18,0.4773,0.1628,0.4083,0.7438,0.8165,0.2439,3.128,0.244,0.3024,0.2581,0.433,0.1111,0.0,0.0,0.0556,0.4444,0.3889,0,2,7,0.6498,0.526,0.6186,7.2363,2,3
48,59000,20,456,436,2028,992.3,1214.0,0.2799,0.8704,0.2569,12,0.4406,0.2473,0.3607,0.4651,0.8418,0.2734,3.1087,0.0302,0.3619,0.3844,0.4811,0.1,0.0,0.0,0.35,0.3,0.25,8,6,6,0.6637,0.5256,0.6161,7.3908,95,14
48,59500,18,456,438,2528,1526.7,1714.0,0.4197,0.9371,0.2489,18,0.4197,0.1317,0.4249,0.5299,0.7796,0.2971,3.6144,0.0234,0.4051,0.3369,0.5039,0.1111,0.0,0.0,0.2778,0.2778,0.3333,0,2,6,0.6424,0.5274,0.6168,7.1535,1,1
49,60000,15,462,447,2214,1127.7,1151.0,0.308,0.6952,0.2366,15,0.308,0.0379,0.2974,0.4985,0.643,0.2544,3.6402,0.153,0.3063,0.2945,0.4492,0.1333,0.0,0.0,0.2,0.4,0.2667,6,9,6,0.7872,0.5159,0.6085,8.7654,124,19
49,60500,15,462,447,2714,1627.7,1651.0,0.4652,0.9619,0.2544,15,0.4652,0.1285,0.4701,0.5899,0.8019,0.2517,3.1396,0.0755,0.2932,0.2787,0.4668,0.1333,0.0,0.0,0.1333,0.2667,0.4667,0,0,6,0.7872,0.5159,0.6085,8.7654,0,0
50,61000,20,472,452,2151,899.3,710.5,0.2877,0.7868,0.2519,20,0.2877,0.0553,0.167,0.5307,0.6907,0.2427,2.7464,0.0842,0.2283,0.3669,0.5037,0.15,0.0,0.0,0.1,0.35,0.4,10,5,9,0.7617,0.5198,0.6102,8.4816,73,9
50,61500,19,472,453,2651,1435.4,1707.0,0.4516,0.9124,0.2465,19,0.4516,0.1932,0.3921,0.6393,0.8392,0.2689,3.2211,0.0781,0.3111,0.3706,0.5109,0.1579,0.0,0.0,0.2105,0.3158,0.3158,0,1,9,0.7783,0.5206,0.6118,8.6672,0,1
51,62000,20,479,459,2207,1040.5,1214.0,0.3544,0.8943,0.2713,13,0.5188,0.3038,0.5236,0.6662,0.7404,0.2342,3.1464,0.1513,0.2633,0.377,0.4419,0.1,0.0,0.0,0.1,0.35,0.45,7,6,6,0.7592,0.5219,0.6133,8.4545,73,14
51,62500,20,479,459,2707,1540.5,1714.0,0.483,0.9609,0.2483,20,0.483,0.1731,0.4692,0.7113,0.8026,0.2223,3.1037,0.177,0.2335,0.2546,0.4318,0.2,0.0,0.0,0.1,0.3,0.4,0,0,6,0.7592,0.5219,0.6133,8.4545,0,0
51,63000,16,479,463,2214,1748.9,2214.0,0.5402,0.8938,0.1975,16,0.5402,0.3101,0.5466,0.626,0.8577,0.2151,2.8278,0.1867,0.2105,0.1391,0.4147,0.3125,0.0,0.0,0.0625,0.3125,0.3125,0,4,6,0.6821,0.5271,0.6179,7.5959,73,9
51,63500,16,479,463,2714,2248.9,2714.0,0.6834,0.9619,0.1809,16,0.6834,0.4398,0.7219,0.7744,0.9494,0.2086,2.8585,0.1928,0.1924,0.1061,0.4109,0.3125,0.0,0.0,0.0,0.375,0.3125,0,0,6,0.6821,0.5271,0.6179,7.5959,0,0
52,64000,20,492,472,2151,892.0,214.0,0.2669,0.8868,0.2856,20,0.2669,0.038,0.0874,0.5532,0.6663,0.27,3.2842,0.1449,0.3158,0.2523,0.5113,0.2,0.0,0.0,0.05,0.35,0.4,13,9,10,0.6913,0.5314,0.6211,7.6976,156,12
52,64500,19,492,473,2651,1427.6,714.0,0.4222,0.9535,0.2641,19,0.4222,0.1893,0.2491,0.6572,0.7935,0.264,3.3264,0.1425,0.3033,0.1404,0.5013,0.1579,0.0,0.0,0.0526,0.4211,0.3684,0,1,10,0.7038,0.5315,0.6216,7.8369,0,1
53,65000,20,500,480,1214,788.8,1214.0,0.241,0.5701,0.1682,12,0.3704,0.3122,0.3612,0.3815,0.4251,0.2903,3.0037,0.1194,0.3705,0.227,0.5176,0.2,0.0,0.0,0.1,0.3,0.4,8,7,6,0.6895,0.5336,0.6243,7.6776,109,16
53,65500,18,500,482,1714,1300.6,1714.0,0.3967,0.8285,0.1946,18,0.3967,0.1559,0.4261,0.5072,0.6055,0.2763,3.2391,0.0962,0.3599,0.0838,0.4908,0.2222,0.0,0.0,0.1111,0.2778,0.3889,0,2,6,0.6707,0.5365,0.6269,7.4689,4,7
53,66000,18,500,482,2214,1800.6,2214.0,0.5577,0.8952,0.1924,18,0.5577,0.3155,0.5644,0.6951,0.8,0.2638,3.1699,0.1112,0.3266,0.1177,0.4751,0.1667,0.0,0.0,0.0556,0.2778,0.5,0,0,6,0.6707,0.5365,0.6269,7.4689,0,0
53,66500,18,500,482,2714,2300.6,2714.0,0.7171,0.9619,0.1883,18,0.7171,0.4332,0.7247,0.8904,0.9619,0.2462,2.8219,0.1302,0.3218,0.1681,0.4338,0.1111,0.0,0.0,0.0556,0.2222,0.6111,0,0,6,0.6707,0.5365,0.6269,7.4689,0,0
54,67000,20,513,493,2151,892.0,214.0,0.2841,0.8714,0.3104,20,0.2841,0.037,0.0773,0.5638,0.7718,0.2698,2.9842,0.154,0.2801,0.2296,0.5353,0.15,0.0,0.0,0.1,0.3,0.45,13,11,12,0.6232,0.5276,0.6177,6.9397,183,18
54,67500,20,513,493,2651,1392.0,714.0,0.4291,0.9535,0.2918,20,0.4291,0.1487,0.3021,0.6909,0.8858,0.2737,3.2037,0.2115,0.2633,0.1932,0.5482,0.25,0.0,0.0,0.05,0.25,0.45,0,0,12,0.6232,0.5276,0.6177,6.9397,0,0
55,68000,20,520,500,1214,842.0,1214.0,0.2482,0.5801,0.1766,13,0.3586,0.2239,0.3391,0.4185,0.5254,0.3064,3.3464,0.1718,0.3809,0.2698,0.5494,0.2,0.0,0.0,0.15,0.4,0.25,7,7,7,0.7591,0.522,0.6136,8.4531,133,11
55,68500,20,520,500,1714,1342.0,1714.0,0.3685,0.7535,0.1942,20,0.3685,0.1294,0.3275,0.5337,0.6325,0.3136,3.2842,0.1823,0.4027,0.2158,0.552,0.25,0.0,0.0,0.15,0.45,0.15,0,0,7,0.7591,0.522,0.6136,8.4531,0,0
55,69000,16,520,504,2214,1948.2,2214.0,0.5678,0.8702,0.2008,16,0.5678,0.3243,0.5169,0.7565,0.8473,0.2922,3.4528,0.2267,0.2844,0.1389,0.5744,0.25,0.0,0.0,0.0625,0.5,0.1875,0,4,7,0.7395,0.523,0.6142,8.2347,1,1
55,69500,16,520,504,2714,2448.2,2714.0,0.691,0.9619,0.1938,16,0.691,0.4715,0.6442,0.9056,0.9619,0.2892,3.2806,0.2484,0.2758,0.1087,0.5698,0.3125,0.0,0.0,0.0,0.4375,0.25,0,0,7,0.7395,0.523,0.6142,8.2347,0,0
56,70000,20,536,516,2151,601.4,214.0,0.1945,0.8618,0.2355,20,0.1945,0.0394,0.0926,0.1428,0.5903,0.3008,3.3464,0.0705,0.3212,0.2801,0.5796,0.2,0.0,0.0,0.2,0.35,0.25,16,12,14,0.797,0.5198,0.613,8.875,176,20
56,70500,19,536,517,2651,1019.8,714.0,0.3522,0.9535,0.2309,19,0.3522,0.1618,0.2709,0.3787,0.7821,0.2753,3.3661,0.106,0.2501,0.2236,0.5511,0.2632,0.0,0.0,0.2105,0.2632,0.2632,0,1,14,0.7849,0.5218,0.6144,8.7406,5,3
56,71000,15,536,521,1214,1214.0,1214.0,0.4362,0.7272,0.1612,15,0.4362,0.2397,0.3976,0.5314,0.6716,0.2784,2.6566,0.1639,0.2393,0.2037,0.5632,0.2,0.0,0.0,0.0,0.2667,0.5333,0,4,14,0.6906,0.5239,0.614,7.6901,59,13
56,71500,15,536,521,1714,1714.0,1714.0,0.5676,0.8285,0.177,15,0.5676,0.3308,0.6035,0.6667,0.8207,0.273,2.7396,0.1973,0.2466,0.1768,0.5462,0.2,0.0,0.0,0.0,0.2667,0.5333,0,0,14,0.6906,0.5239,0.614,7.6901,0,0
57,72000,20,542,522,2214,1619.1,2214.0,0.5138,0.8952,0.334,20,0.5138,0.0603,0.5628,0.871,0.8952,0.2759,3.3087,0.2384,0.2868,0.1862,0.5331,0.25,0.0,0.0,0.05,0.4,0.3,6,1,5,0.6668,0.5232,0.6132,7.4251,6,5
57,72500,19,542,523,2714,2192.2,2714.0,0.6556,0.9619,0.2891,19,0.6556,0.2125,0.7023,0.9619,0.9619,0.2591,3.3006,0.2845,0.2686,0.157,0.5011,0.2105,0.0,0.0,0.0,0.4211,0.3684,0,1,5,0.6754,0.5217,0.6111,7.5209,0,2
58,73000,20,557,537,1231,468.2,214.0,0.1412,0.4338,0.1265,20,0.1412,0.042,0.0778,0.1982,0.3253,0.3174,3.0219,0.1697,0.3968,0.2967,0.568,0.2,0.0,0.0,0.2,0.3,0.3,15,14,15,0.8255,0.5241,0.6163,9.1924,290,35
58,73500,20,557,537,1731,968.2,714.0,0.2784,0.5193,0.1149,20,0.2784,0.1504,0.2558,0.3805,0.407,0.313,3.3842,0.127,0.416,0.2609,0.5414,0.25,0.0,0.0,0.2,0.2,0.35,0,0,15,0.8255,0.5241,0.6163,9.1924,0,0
58,74000,20,557,537,2231,1468.2,1214.0,0.4171,0.7304,0.1431,20,0.4171,0.2495,0.4139,0.4942,0.5953,0.3102,3.6219,0.1095,0.4286,0.2265,0.5159,0.25,0.0,0.0,0.2,0.25,0.3,0,0,15,0.8255,0.5241,0.6163,9.1924,0,0
58,74500,18,557,539,2731,1996.5,1714.0,0.5679,0.8249,0.1403,18,0.5679,0.3858,0.5591,0.6543,0.7642,0.3018,3.3502,0.0885,0.4305,0.1839,0.4816,0.2222,0.0,0.0,0.1667,0.2778,0.3333,0,2,15,0.8564,0.5221,0.6146,9.5366,1,1
59,75000,20,564,544,2214,1520.0,2214.0,0.4637,0.8952,0.3058,20,0.4637,0.0615,0.5214,0.7002,0.8952,0.2705,2.9842,0.0815,0.3438,0.2513,0.487,0.15,0.0,0.0,0.1,0.25,0.5,7,5,7,0.8826,0.5192,0.6133,9.8281,46,9
59,75500,17,564,547,2714,2130.8,2714.0,0.6403,0.9619,0.2662,17,0.6403,0.247,0.7369,0.8369,0.9619,0.2538,2.7778,0.1182,0.2922,0.2605,0.4732,0.1765,0.0,0.0,0.0588,0.2941,0.4706,0,3,7,0.885,0.523,0.6168,9.8554,2,4
60,76000,20,579,559,1231,468.2,214.0,0.1634,0.5247,0.166,20,0.1634,0.0339,0.0766,0.2311,0.4244,0.2904,3.2842,0.1218,0.3272,0.1698,0.5469,0.2,0.0,0.0,0.0,0.35,0.45,15,12,12,0.613,0.5319,0.6252,6.8259,223,16
60,76500,19,579,560,1731,928.1,714.0,0.3158,0.6808,0.1622,19,0.3158,0.1622,0.2698,0.3849,0.5814,0.2643,3.2211,0.1879,0.3152,0.1227,0.5034,0.2105,0.0,0.0,0.0,0.3158,0.4737,0,1,12,0.5599,0.5346,0.6287,6.2349,9,6
60,77000,19,579,560,2231,1428.1,1214.0,0.468,0.8475,0.1801,19,0.468,0.2647,0.4311,0.5602,0.708,0.2663,3.0708,0.1758,0.3035,0.0919,0.5101,0.2105,0.0,0.0,0.0,0.2632,0.5263,0,0,12,0.5599,0.5346,0.6287,6.2349,0,0
60,77500,18,579,561,2731,1940.0,1714.0,0.6179,0.9641,0.1751,18,0.6179,0.4125,0.5907,0.714,0.8541,0.2403,3.0386,0.2248,0.2473,0.1441,0.4796,0.1667,0.0,0.0,0.0,0.2778,0.5556,0,1,12,0.5673,0.5338,0.6276,6.317,0,0
61,78000,19,585,566,2214,1692.2,2214.0,0.5282,0.8917,0.2993,19,0.5282,0.0628,0.6452,0.7756,0.8512,0.2236,2.7529,0.1372,0.266,0.1897,0.4405,0.1053,0.0,0.0,0.0526,0.2105,0.6316,6,5,6,0.6218,0.5381,0.6293,6.9243,64,13
61,78500,19,585,566,2714,2192.2,2714.0,0.6611,0.9619,0.2837,19,0.6611,0.2031,0.7619,0.9032,0.9619,0.2242,2.9259,0.131,0.2332,0.18,0.4543,0.1579,0.0,0.0,0.0526,0.2632,0.5263,0,0,6,0.6218,0.5381,0.6293,6.9243,0,0
62,79000,20,601,581,1231,417.4,214.0,0.1327,0.5732,0.1777,20,0.1327,0.0322,0.0402,0.0732,0.4347,0.2863,3.2842,0.2361,0.3227,0.0832,0.5317,0.3,0.0,0.0,0.1,0.4,0.2,16,15,15,0.6528,0.5313,0.6217,7.2696,247,23
62,79500,19,601,582,1731,928.1,714.0,0.2907,0.8058,0.1966,19,0.2907,0.1243,0.2346,0.3301,0.5632,0.2472,3.3661,0.198,0.2638,0.1267,0.4712,0.2105,0.0,0.0,0.1053,0.4737,0.2105,0,1,15,0.6082,0.533,0.6233,6.7728,0,2
62,80000,17,601,584,2231,1453.3,1214.0,0.4646,0.8975,0.1968,17,0.4646,0.2688,0.3887,0.5874,0.7363,0.2311,2.934,0.2622,0.2229,0.1754,0.4544,0.1765,0.0,0.0,0.0588,0.5294,0.2353,0,2,15,0.632,0.5342,0.6254,7.0375,0,1
62,80500,17,601,584,2731,1953.3,1714.0,0.6089,0.9641,0.1759,17,0.6089,0.4119,0.5785,0.7391,0.8506,0.2098,2.9842,0.251,0.2059,0.2158,0.406,0.1176,0.0,0.0,0.0588,0.5882,0.2353,0,0,15,0.632,0.5342,0.6254,7.0375,0,0
63,81000,20,608,588,2214,1520.0,2214.0,0.4712,0.8952,0.3055,20,0.4712,0.0411,0.5433,0.7218,0.7585,0.2215,3.1464,0.284,0.2749,0.221,0.3966,0.1,0.0,0.0,0.0,0.45,0.45,7,4,7,0.6963,0.5277,0.622,7.7535,84,9
63,81500,20,608,588,2714,2020.0,2714.0,0.6009,0.9619,0.3024,20,0.6009,0.1417,0.7022,0.8654,0.9385,0.232,3.1464,0.2627,0.3035,0.1836,0.4084,0.1,0.0,0.0,0.05,0.45,0.4,0,0,7,0.6963,0.5277,0.622,7.7535,0,0
64,82000,19,621,602,1231,535.2,214.0,0.1525,0.5392,0.1674,19,0.1525,0.0344,0.0433,0.2612,0.4386,0.2771,3.3006,0.0899,0.4448,0.2341,0.425,0.0526,0.0,0.0,0.2105,0.4211,0.3158,13,14,9,0.7994,0.5205,0.6132,8.9023,203,22
64,82500,16,621,605,1731,1031.8,714.0,0.3167,0.812,0.2414,16,0.3167,0.1235,0.1688,0.4503,0.7155,0.2722,3.25,0.0364,0.3955,0.2256,0.4455,0.1875,0.0,0.0,0.25,0.3125,0.25,0,3,9,0.7667,0.522,0.6154,8.5379,0,4
65,83000,19,627,608,2231,1242.2,1214.0,0.3788,0.8975,0.2677,19,0.3788,0.0858,0.2733,0.4416,0.8361,0.2736,3.1158,0.0793,0.3533,0.3352,0.4828,0.2105,0.0,0.0,0.1579,0.2105,0.4211,6,3,6,0.6878,0.5273,0.6202,7.6592,1,7
65,83500,18,627,609,2731,1743.7,1714.0,0.5309,0.9641,0.2528,18,0.5309,0.2784,0.4583,0.5987,0.9641,0.265,3.4613,0.1351,0.3052,0.3155,0.4971,0.2222,0.0,0.0,0.1667,0.2778,0.3333,0,1,6,0.7042,0.5263,0.6199,7.8414,3,4
66,84000,20,637,617,2214,1040.5,767.5,0.3089,0.7202,0.2502,20,0.3089,0.0445,0.2468,0.5385,0.6307,0.2583,3.1842,0.0573,0.2908,0.2273,0.5003,0.2,0.0,0.0,0.15,0.3,0.35,10,8,8,0.6466,0.5345,0.6253,7.2008,126,16
66,84500,19,637,618,2714,1478.7,731.0,0.439,0.9119,0.2534,19,0.439,0.1941,0.3221,0.6375,0.8373,0.2547,3.1814,0.0627,0.2763,0.1884,0.5051,0.2105,0.0,0.0,0.1053,0.2632,0.4211,0,1,8,0.6012,0.5364,0.6271,6.6943,10,6
67,85000,20,644,624,2304,1089.7,1231.0,0.3333,0.9072,0.2372,20,0.3333,0.0604,0.3065,0.4075,0.6672,0.2555,3.3087,0.0228,0.2836,0.1917,0.4856,0.2,0.0,0.0,0.15,0.2,0.45,7,6,7,0.7456,0.5282,0.6193,8.3029,65,6
67,85500,20,644,624,2804,1589.7,1731.0,0.4488,0.9739,0.2242,20,0.4488,0.2116,0.3951,0.5394,0.7414,0.2513,3.2087,0.0374,0.2943,0.1578,0.4636,0.2,0.0,0.0,0.2,0.25,0.35,0,0,7,0.7456,0.5282,0.6193,8.3029,0,0
67,86000,15,644,629,2231,1824.2,2231.0,0.5037,0.7225,0.1124,15,0.5037,0.414,0.494,0.5556,0.6225,0.2258,3.0566,0.0345,0.2086,0.0889,0.4466,0.2,0.0,0.0,0.2,0.2,0.4,0,5,7,0.7753,0.5294,0.6221,8.633,85,8
68,86500,20,650,630,2731,1657.6,1714.0,0.4953,0.8641,0.2979,14,0.6778,0.6198,0.6945,0.7385,0.7991,0.2461,2.8087,-0.0521,0.211,0.253,0.513,0.2,0.0,0.0,0.15,0.1,0.55,6,1,5,0.697,0.5327,0.6254,7.7613,4,2
69,87000,20,658,638,2214,957.6,670.0,0.3243,0.8952,0.3107,20,0.3243,0.0587,0.1871,0.5082,0.8456,0.2779,3.0842,0.1396,0.366,0.303,0.4912,0.1,0.0,0.0,0.15,0.25,0.5,8,8,6,0.5688,0.5301,0.6215,6.3338,101,14
69,87500,20,658,638,2714,1457.6,1170.0,0.4511,0.9619,0.3126,20,0.4511,0.1469,0.309,0.7241,0.9394,0.2865,3.2037,0.1261,0.3872,0.2545,0.4942,0.1,0.0,0.0,0.2,0.25,0.45,0,0,6,0.5688,0.5301,0.6215,6.3338,0,0
70,88000,19,665,646,1670,971.8,1231.0,0.2902,0.8176,0.2119,19,0.2902,0.0428,0.2872,0.4459,0.5268,0.3008,3.3661,0.1907,0.4134,0.2398,0.5028,0.1579,0.0,0.0,0.1579,0.2632,0.4211,7,8,7,0.7317,0.525,0.617,8.1479,121,11
70,88500,17,665,648,2170,1561.0,1731.0,0.4687,0.8893,0.2006,17,0.4687,0.2422,0.4316,0.6393,0.7142,0.2838,3.2928,0.2437,0.3639,0.1693,0.4933,0.1765,0.0,0.0,0.1176,0.2941,0.4118,0,2,7,0.7011,0.5253,0.6176,7.807,1,6
70,89000,17,665,648,2670,2061.0,2231.0,0.6113,0.956,0.206,17,0.6113,0.3401,0.597,0.756,0.8909,0.2703,3.3372,0.2803,0.3089,0.1565,0.4963,0.1765,0.0,0.0,0.0588,0.4118,0.3529,0,0,7,0.7011,0.5253,0.6176,7.807,0,0
71,89500,20,674,654,2731,1375.2,1714.0,0.4184,0.9641,0.3317,11,0.6978,0.5117,0.6981,0.8211,0.9141,0.3294,3.4842,0.1554,0.4402,0.1356,0.5817,0.35,0.0,0.0,0.1,0.35,0.2,9,6,9,0.7634,0.5242,0.6162,8.501,101,20
72,90000,19,682,663,2214,810.2,670.0,0.3083,0.8952,0.2687,19,0.3083,0.0658,0.1888,0.3793,0.7528,0.2657,3.1761,0.1576,0.2277,0.1665,0.5417,0.3158,0.0,0.0,0.0,0.2632,0.4211,8,9,8,0.8822,0.5231,0.6174,9.8239,86,25
