generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_std,mature_agent_count,mature_average_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
106,128000,19,949,930,2845,2132.6,2845.0,0.6046,0.9793,0.2281,19,0.6046,0.335,0.6043,0.7432,0.9793,0.2456,3.1158,0.1626,0.2823,0.2793,0.4652,0.2105,0.0,0.0,0.0526,0.3158,0.4211,0,1,10,0.8162,0.532,0.628,9.089,8,5
107,128500,20,960,940,1841,1018.2,345.0,0.305,0.6437,0.1946,20,0.305,0.1076,0.2132,0.4722,0.5708,0.2183,2.9414,0.1001,0.2408,0.3027,0.4273,0.1,0.0,0.0,0.05,0.25,0.6,11,10,11,0.7974,0.5364,0.6305,8.8791,186,19
107,129000,19,960,941,2341,1553.6,845.0,0.4573,0.7154,0.1678,19,0.4573,0.2502,0.4958,0.6246,0.6548,0.2236,2.8656,0.1,0.2597,0.2344,0.4212,0.1579,0.0,0.0,0.1053,0.4211,0.3158,0,1,11,0.8082,0.5359,0.6303,8.9999,1,3
107,129500,19,960,941,2841,2053.6,1345.0,0.5974,0.8538,0.1632,19,0.5974,0.3899,0.5866,0.735,0.7903,0.2193,3.1556,0.1058,0.2546,0.1986,0.4127,0.1579,0.0,0.0,0.0526,0.4211,0.3684,0,0,11,0.8082,0.5359,0.6303,8.9999,0,0
108,130000,20,970,950,1845,1093.0,1093.0,0.3741,0.846,0.2984,20,0.3741,0.0667,0.3185,0.5988,0.8088,0.2243,3.2219,0.185,0.2155,0.2078,0.4533,0.15,0.0,0.0,0.05,0.4,0.4,10,9,9,0.543,0.5408,0.6307,6.0463,100,13
108,130500,18,970,952,2345,1676.6,2345.0,0.5428,0.9127,0.2864,18,0.5428,0.1494,0.5898,0.7675,0.9127,0.2392,3.3502,0.2177,0.1931,0.0598,0.5004,0.2222,0.0,0.0,0.0,0.3889,0.3889,0,2,9,0.5591,0.54,0.6302,6.2254,0,4
108,131000,18,970,952,2845,2176.6,2845.0,0.6658,0.9793,0.256,18,0.6658,0.3177,0.6768,0.9016,0.9793,0.2353,3.086,0.2071,0.2102,0.056,0.4835,0.2222,0.0,0.0,0.0,0.2778,0.5,0,0,9,0.5591,0.54,0.6302,6.2254,0,0
109,131500,19,982,963,1841,896.2,345.0,0.2986,0.7581,0.2404,19,0.2986,0.0698,0.1647,0.4626,0.6749,0.2992,3.3661,0.1351,0.3415,0.2917,0.5669,0.2632,0.0,0.0,0.1053,0.3158,0.3158,12,11,12,0.5535,0.5422,0.6331,6.1638,194,27
109,132000,19,982,963,2341,1396.2,845.0,0.4465,0.8996,0.2323,19,0.4465,0.1914,0.3406,0.585,0.7834,0.2978,3.3661,0.1497,0.3428,0.2965,0.5607,0.2105,0.0,0.0,0.1579,0.3158,0.3158,0,0,12,0.5535,0.5422,0.6331,6.1638,0,0
109,132500,18,982,964,2841,1926.8,1345.0,0.5983,0.9788,0.2156,18,0.5983,0.3552,0.5429,0.7638,0.9088,0.2587,3.3083,0.1569,0.2541,0.222,0.511,0.2222,0.0,0.0,0.0556,0.3889,0.3333,0,1,12,0.4835,0.5413,0.6321,5.3835,0,0
110,133000,19,991,972,1845,1132.6,1845.0,0.3882,0.846,0.2795,19,0.3882,0.0857,0.3959,0.6389,0.7315,0.2025,3.0106,0.1698,0.2567,0.4793,0.3701,0.0526,0.0,0.0,0.0526,0.4211,0.4737,9,8,9,0.6605,0.5351,0.6285,7.3552,120,15
110,133500,18,991,973,2345,1593.0,1593.0,0.5242,0.9127,0.289,18,0.5242,0.2107,0.5015,0.7814,0.9127,0.1989,2.8855,0.2167,0.21,0.4055,0.3922,0.0556,0.0,0.0,0.0,0.4444,0.5,0,1,9,0.6727,0.5348,0.6279,7.4914,2,0
110,134000,18,991,973,2845,2093.0,2093.0,0.6645,0.9793,0.2658,18,0.6645,0.3582,0.6805,0.9202,0.9793,0.1925,2.8163,0.2045,0.2062,0.3604,0.3715,0.0556,0.0,0.0,0.0,0.3889,0.5556,0,0,9,0.6727,0.5348,0.6279,7.4914,0,0
111,134500,20,1003,983,1841,943.4,345.0,0.2808,0.7705,0.2408,20,0.2808,0.066,0.1186,0.5123,0.578,0.2548,3.1219,0.213,0.3413,0.3921,0.4436,0.1,0.0,0.0,0.1,0.55,0.25,12,10,11,0.8014,0.5256,0.6223,8.9242,196,26
111,135000,19,1003,984,2341,1396.2,845.0,0.4071,0.9121,0.2413,19,0.4071,0.1669,0.3165,0.6747,0.7171,0.2822,3.4264,0.1754,0.4179,0.4013,0.4652,0.0526,0.0,0.0,0.1579,0.5789,0.2105,0,1,11,0.8151,0.5257,0.6226,9.0767,7,7
111,135500,18,1003,985,2841,1926.8,1345.0,0.5629,0.9788,0.2411,18,0.5629,0.2923,0.5108,0.8451,0.8613,0.2609,3.5033,0.1986,0.4101,0.3424,0.4134,0.1111,0.0,0.0,0.1667,0.5556,0.1667,0,1,11,0.825,0.5248,0.6211,9.1869,0,0
112,136000,20,1013,993,1845,1093.0,1093.0,0.3176,0.8213,0.2475,20,0.3176,0.0736,0.2544,0.5272,0.6181,0.3362,3.5842,0.1322,0.4934,0.2024,0.5332,0.25,0.0,0.0,0.25,0.3,0.2,10,8,10,0.8079,0.5239,0.6201,8.9964,114,8
112,136500,19,1013,994,2345,1632.6,2345.0,0.4543,0.8993,0.2388,19,0.4543,0.1727,0.4326,0.6377,0.7962,0.3233,3.4714,0.192,0.4698,0.1519,0.5284,0.2105,0.0,0.0,0.2105,0.3158,0.2632,0,1,10,0.82,0.5237,0.6198,9.1316,0,2
112,137000,17,1013,996,2845,2048.8,1341.0,0.5904,0.9733,0.2454,17,0.5904,0.2665,0.6356,0.7543,0.9457,0.2932,3.1019,0.3016,0.3755,0.0979,0.5334,0.2941,0.0,0.0,0.0588,0.3529,0.2941,0,2,10,0.8156,0.5249,0.6202,9.082,14,5
113,137500,19,1024,1005,1841,1053.6,345.0,0.3331,0.8455,0.2531,19,0.3331,0.1079,0.1876,0.4869,0.7401,0.2549,3.3919,0.2424,0.2941,0.1873,0.4911,0.2105,0.0,0.0,0.0526,0.4211,0.3158,11,9,7,0.7428,0.525,0.6163,8.2717,121,17
113,138000,18,1024,1006,2341,1509.9,845.0,0.4831,0.9121,0.233,18,0.4831,0.2271,0.4048,0.5621,0.9121,0.2399,3.128,0.2317,0.2538,0.2587,0.4697,0.2222,0.0,0.0,0.0556,0.4444,0.2778,0,1,7,0.752,0.5239,0.6158,8.3739,1,0
113,138500,18,1024,1006,2841,2009.9,1345.0,0.6206,0.9788,0.2151,18,0.6206,0.3565,0.5659,0.6976,0.9788,0.225,2.7052,0.2131,0.2363,0.3224,0.4447,0.1667,0.0,0.0,0.0556,0.3333,0.4444,0,0,7,0.752,0.5239,0.6158,8.3739,0,0
114,139000,20,1034,1014,1845,1093.0,1093.0,0.3614,0.7886,0.2777,20,0.3614,0.0758,0.2945,0.5972,0.7257,0.2222,2.6639,0.2946,0.2386,0.3182,0.4549,0.1,0.0,0.0,0.05,0.7,0.15,10,8,9,0.7149,0.5266,0.6185,7.961,142,21
114,139500,19,1034,1015,2345,1553.4,841.0,0.4874,0.9127,0.2825,19,0.4874,0.1918,0.3358,0.7502,0.8927,0.1891,2.5498,0.287,0.1678,0.2294,0.4066,0.1053,0.0,0.0,0.0,0.7368,0.1579,0,1,9,0.7058,0.5281,0.62,7.8595,7,6
114,140000,19,1034,1015,2845,2053.4,1341.0,0.6128,0.9793,0.2794,19,0.6128,0.2852,0.537,0.9168,0.9793,0.1916,2.6756,0.2665,0.1533,0.1833,0.4063,0.1053,0.0,0.0,0.0,0.6316,0.2632,0,0,9,0.7058,0.5281,0.62,7.8595,0,0
115,140500,20,1044,1024,1841,1093.0,1093.0,0.3001,0.7705,0.2231,20,0.3001,0.0682,0.2572,0.4537,0.613,0.2686,3.3464,0.1787,0.2699,0.1379,0.5319,0.25,0.0,0.0,0.1,0.3,0.35,10,9,9,0.6938,0.5278,0.6222,7.7253,176,20
115,141000,17,1044,1027,2341,1549.0,845.0,0.447,0.9121,0.2369,17,0.447,0.2253,0.3608,0.5802,0.7815,0.2665,3.3816,0.2224,0.2824,0.1328,0.518,0.2353,0.0,0.0,0.1176,0.4118,0.2353,0,3,9,0.7249,0.527,0.6211,8.072,4,5
115,141500,17,1044,1027,2841,2049.0,1345.0,0.6007,0.9788,0.243,17,0.6007,0.3446,0.5223,0.8234,0.9734,0.2593,3.1463,0.2226,0.2571,0.1387,0.5191,0.2353,0.0,0.0,0.1176,0.4118,0.2353,0,0,9,0.7249,0.527,0.6211,8.072,0,0
116,142000,20,1056,1036,1845,942.6,341.0,0.3037,0.746,0.2398,20,0.3037,0.0872,0.161,0.5737,0.5986,0.2717,3.2842,0.1606,0.3885,0.4162,0.4538,0.1,0.0,0.0,0.1,0.4,0.4,12,9,11,0.7017,0.5287,0.6228,7.8144,131,13
116,142500,20,1056,1036,2345,1442.6,841.0,0.4537,0.9127,0.24,20,0.4537,0.216,0.317,0.7002,0.7839,0.2576,3.0464,0.1803,0.339,0.3316,0.4593,0.1,0.0,0.0,0.05,0.45,0.4,0,0,11,0.7017,0.5287,0.6228,7.8144,0,0
116,143000,19,1056,1037,2845,1895.1,1341.0,0.5804,0.9793,0.2296,19,0.5804,0.3178,0.5145,0.7818,0.8993,0.2691,2.945,0.1917,0.3519,0.2899,0.4816,0.1053,0.0,0.0,0.0526,0.5263,0.3158,0,1,11,0.7112,0.5281,0.6225,7.9191,11,7
117,143500,20,1064,1044,1841,1242.6,1841.0,0.3986,0.8455,0.2507,20,0.3986,0.0764,0.4424,0.5631,0.7111,0.2826,3.1464,0.1221,0.354,0.3969,0.5096,0.15,0.0,0.0,0.15,0.45,0.25,8,7,8,0.5987,0.5337,0.6276,6.6667,122,16
117,144000,19,1064,1045,2341,1789.8,2341.0,0.5567,0.9121,0.2317,19,0.5567,0.2541,0.5621,0.7533,0.8671,0.2553,2.9001,0.1855,0.3329,0.357,0.4615,0.1579,0.0,0.0,0.0526,0.4737,0.3158,0,1,8,0.6086,0.5334,0.6273,6.777,0,2
117,144500,17,1064,1047,2841,2225.0,2841.0,0.6978,0.9788,0.2101,17,0.6978,0.422,0.7538,0.9038,0.9638,0.2075,2.3072,0.2558,0.2277,0.3493,0.3995,0.0588,0.0,0.0,0.0,0.4706,0.4706,0,2,8,0.6353,0.5333,0.6277,7.0742,9,5
118,145000,19,1077,1058,1845,815.9,341.0,0.2911,0.821,0.266,19,0.2911,0.087,0.1186,0.5723,0.7092,0.1798,2.2737,0.1333,0.1728,0.5656,0.3653,0.0,0.0,0.0,0.0,0.4211,0.5789,13,11,11,0.5589,0.5358,0.6284,6.2242,177,34
118,145500,18,1077,1059,2345,1342.3,841.0,0.4649,0.9127,0.2729,18,0.4649,0.2117,0.3234,0.7564,0.8769,0.1952,2.7325,0.1672,0.2089,0.515,0.39,0.0556,0.0,0.0,0.0556,0.3333,0.5556,0,1,11,0.5639,0.535,0.6276,6.2793,1,3
118,146000,16,1077,1061,2845,1905.0,1341.0,0.6331,0.9793,0.2681,16,0.6331,0.3311,0.6304,0.9231,0.9793,0.1882,2.7806,0.1835,0.2016,0.4673,0.368,0.0625,0.0,0.0,0.0625,0.5,0.375,0,2,11,0.5765,0.5343,0.6268,6.4195,3,5
119,146500,20,1088,1068,1841,1018.2,345.0,0.319,0.8455,0.2719,20,0.319,0.0668,0.1816,0.4955,0.7979,0.2079,2.6282,0.0922,0.3364,0.5939,0.3091,0.0,0.0,0.0,0.25,0.45,0.3,11,7,11,0.5978,0.5324,0.6249,6.6569,144,19
119,147000,17,1088,1071,2341,1637.0,2341.0,0.496,0.9121,0.2469,17,0.496,0.2018,0.5369,0.6621,0.8821,0.1877,2.8895,0.1562,0.2827,0.4429,0.2952,0.0,0.0,0.0,0.1765,0.5882,0.2353,0,3,11,0.6165,0.531,0.6232,6.8645,0,4
119,147500,16,1088,1072,2841,2186.5,2841.0,0.6571,0.9788,0.2468,16,0.6571,0.3454,0.6538,0.9163,0.9788,0.1705,2.5244,0.2029,0.245,0.3847,0.2823,0.0,0.0,0.0,0.125,0.6875,0.1875,0,1,11,0.6197,0.5302,0.6218,6.9003,0,0
120,148000,20,1101,1081,1845,867.4,341.0,0.2801,0.7432,0.2334,20,0.2801,0.0686,0.1787,0.454,0.697,0.2349,3.066,0.1103,0.3264,0.4848,0.4078,0.05,0.0,0.0,0.15,0.4,0.4,13,9,12,0.5557,0.533,0.6259,6.1881,160,21
120,148500,17,1101,1084,2345,1371.8,841.0,0.4387,0.9127,0.2348,17,0.4387,0.205,0.3637,0.6092,0.8227,0.1857,2.4692,0.2076,0.199,0.4526,0.3571,0.0588,0.0,0.0,0.0,0.4706,0.4706,0,3,12,0.5715,0.5322,0.6242,6.3636,3,6
120,149000,16,1101,1085,2845,1811.0,1341.0,0.5997,0.9793,0.2376,16,0.5997,0.3219,0.6493,0.7552,0.9543,0.1937,2.7806,0.1894,0.2037,0.408,0.3782,0.125,0.0,0.0,0.0625,0.4375,0.375,0,1,12,0.5118,0.534,0.6257,5.6996,4,3
121,149500,19,1111,1092,1841,1053.6,345.0,0.3672,0.8455,0.2979,19,0.3672,0.0686,0.194,0.5816,0.8455,0.2656,3.1556,0.1769,0.3503,0.3131,0.4715,0.1053,0.0,0.0,0.1053,0.3684,0.4211,10,7,10,0.6052,0.5417,0.6385,6.7389,90,15
121,150000,19,1111,1092,2341,1553.6,845.0,0.4844,0.9121,0.2894,19,0.4844,0.1509,0.4646,0.7409,0.9121,0.2486,3.2211,0.1857,0.3056,0.2363,0.4522,0.1579,0.0,0.0,0.1053,0.3158,0.4211,0,0,10,0.6052,0.5417,0.6385,6.7389,0,0
121,150500,16,1111,1095,2841,2093.0,2093.0,0.6437,0.9788,0.255,16,0.6437,0.3307,0.6538,0.8907,0.9788,0.2154,2.7806,0.221,0.1962,0.2762,0.429,0.125,0.0,0.0,0.0,0.375,0.5,0,3,10,0.6257,0.5431,0.6402,6.9678,15,11
122,151000,20,1123,1103,1845,942.6,341.0,0.2966,0.846,0.2645,20,0.2966,0.08,0.1413,0.5136,0.7024,0.2309,3.1842,0.229,0.2054,0.2075,0.4671,0.15,0.0,0.0,0.05,0.5,0.3,12,8,11,0.5389,0.5454,0.6441,6.0011,174,17
122,151500,20,1123,1103,2345,1442.6,841.0,0.4368,0.9127,0.2614,20,0.4368,0.1646,0.3487,0.6409,0.8718,0.2304,3.071,0.2423,0.1928,0.1379,0.4706,0.25,0.0,0.0,0.0,0.4,0.35,0,0,11,0.5389,0.5454,0.6441,6.0011,0,0
122,152000,18,1123,1105,2845,1925.9,1341.0,0.5749,0.9793,0.2468,18,0.5749,0.3113,0.5311,0.7347,0.9793,0.2147,2.7947,0.2625,0.1914,0.1734,0.4318,0.2222,0.0,0.0,0.0,0.3889,0.3889,0,2,11,0.5536,0.5461,0.6459,6.1643,11,6
123,152500,20,1132,1112,1841,1167.8,1841.0,0.361,0.7676,0.2671,20,0.361,0.0693,0.357,0.6026,0.7455,0.2479,3.2464,0.1245,0.2776,0.3563,0.4592,0.1,0.0,0.0,0.2,0.4,0.3,9,7,9,0.4944,0.5382,0.6338,5.5052,125,16
123,153000,18,1132,1114,2341,1676.1,2341.0,0.5199,0.9121,0.2697,18,0.5199,0.189,0.4965,0.8091,0.8909,0.2446,3.3502,0.1383,0.3087,0.3152,0.4312,0.1111,0.0,0.0,0.1667,0.3889,0.3333,0,2,9,0.5034,0.5371,0.634,5.6055,2,2
123,153500,17,1132,1115,2841,2137.0,2841.0,0.647,0.9788,0.2497,17,0.647,0.3209,0.5921,0.9538,0.9788,0.2315,3.1019,0.1786,0.2801,0.3172,0.4173,0.1176,0.0,0.0,0.0588,0.4118,0.4118,0,1,9,0.505,0.5375,0.6342,5.6235,7,4
124,154000,20,1144,1124,1845,942.6,341.0,0.3069,0.846,0.2603,20,0.3069,0.0901,0.1483,0.5284,0.7027,0.2545,3.1037,0.102,0.4291,0.5193,0.3666,0.05,0.0,0.0,0.15,0.35,0.45,12,9,12,0.6076,0.539,0.6357,6.7658,166,7
124,154500,19,1144,1125,2345,1395.1,841.0,0.4375,0.9127,0.2534,19,0.4375,0.1789,0.3205,0.6877,0.8077,0.2606,3.2608,0.0561,0.4276,0.5274,0.3888,0.0526,0.0,0.0,0.2632,0.3684,0.3158,0,1,12,0.6109,0.5386,0.6357,6.8027,2,0
124,155000,15,1144,1129,2845,1942.6,1341.0,0.6017,0.9793,0.2358,15,0.6017,0.3348,0.5861,0.8293,0.9393,0.2175,2.5493,0.1703,0.2846,0.4894,0.3922,0.1333,0.0,0.0,0.0667,0.2667,0.5333,0,4,12,0.6536,0.5371,0.6331,7.2781,25,9
125,155500,20,1155,1135,1841,1018.2,345.0,0.3334,0.7955,0.2652,20,0.3334,0.0682,0.1552,0.5517,0.7375,0.2138,2.871,0.0824,0.344,0.5734,0.3302,0.05,0.0,0.0,0.15,0.35,0.45,11,6,11,0.6277,0.5396,0.6376,6.9897,101,13
125,156000,19,1155,1136,2341,1553.6,845.0,0.4996,0.9121,0.2645,19,0.4996,0.1889,0.4608,0.7283,0.8919,0.2006,2.9656,0.0874,0.2868,0.4976,0.3382,0.0,0.0,0.0,0.1579,0.3684,0.4737,0,1,11,0.6384,0.5393,0.6379,7.1087,0,2
125,156500,19,1155,1136,2841,2053.6,1345.0,0.6426,0.9788,0.2489,19,0.6426,0.312,0.7079,0.8781,0.9788,0.1914,2.6476,0.0616,0.265,0.4674,0.3268,0.0,0.0,0.0,0.0526,0.3684,0.5789,0,0,11,0.6384,0.5393,0.6379,7.1087,0,0
126,157000,18,1165,1147,1845,1009.4,341.0,0.3336,0.846,0.2787,18,0.3336,0.0716,0.1538,0.613,0.691,0.2477,3.281,0.0595,0.3099,0.4082,0.4493,0.1111,0.0,0.0,0.1667,0.2778,0.4444,10,11,9,0.5713,0.5375,0.6336,6.3612,161,26
126,157500,18,1165,1147,2345,1509.4,841.0,0.4608,0.9127,0.262,18,0.4608,0.202,0.3576,0.7059,0.8427,0.2532,2.7689,0.0483,0.3031,0.3401,0.4592,0.1111,0.0,0.0,0.1667,0.3333,0.3889,0,0,9,0.5713,0.5375,0.6336,6.3612,0,0
126,158000,18,1165,1147,2845,2009.4,1341.0,0.6025,0.9793,0.2426,18,0.6025,0.3151,0.5706,0.8043,0.9793,0.2466,3.0588,0.0491,0.2986,0.281,0.447,0.1111,0.0,0.0,0.1667,0.3333,0.3889,0,0,9,0.5713,0.5375,0.6336,6.3612,0,0
127,158500,20,1175,1155,1841,1093.0,1093.0,0.3494,0.8455,0.2416,20,0.3494,0.083,0.3403,0.5259,0.6759,0.2726,3.2464,0.0506,0.3797,0.2562,0.4444,0.15,0.0,0.0,0.2,0.35,0.3,10,8,9,0.6248,0.5402,0.6333,6.9569,128,13
127,159000,18,1175,1157,2341,1509.9,845.0,0.4982,0.9121,0.2581,18,0.4982,0.1886,0.5445,0.6792,0.8421,0.2668,3.281,0.1114,0.3332,0.2375,0.4664,0.1667,0.0,0.0,0.1111,0.3333,0.3889,0,2,9,0.6461,0.5404,0.633,7.1948,6,5
127,159500,18,1175,1157,2841,2009.9,1345.0,0.6297,0.9788,0.2492,18,0.6297,0.317,0.7129,0.8065,0.9788,0.2527,3.4194,0.1348,0.3052,0.2335,0.4489,0.2222,0.0,0.0,0.1111,0.2778,0.3889,0,0,9,0.6461,0.5404,0.633,7.1948,0,0
128,160000,20,1185,1165,1845,1093.0,1093.0,0.3354,0.846,0.2539,20,0.3354,0.0655,0.3015,0.4938,0.6408,0.2509,3.2842,0.0786,0.2928,0.1756,0.4543,0.25,0.0,0.0,0.15,0.25,0.35,10,8,8,0.6772,0.539,0.6337,7.5415,158,19
128,160500,19,1185,1166,2345,1553.4,841.0,0.4488,0.9127,0.2448,19,0.4488,0.1683,0.4401,0.6377,0.7512,0.2262,3.1953,0.085,0.2726,0.2241,0.4072,0.1579,0.0,0.0,0.1053,0.2105,0.5263,0,1,8,0.6907,0.5383,0.6336,7.6911,11,5
128,161000,17,1185,1168,2845,2137.2,2845.0,0.6213,0.9793,0.2138,17,0.6213,0.3626,0.5732,0.7543,0.9343,0.2449,3.2195,0.0812,0.2757,0.2868,0.4617,0.1765,0.0,0.0,0.1765,0.1765,0.4706,0,2,8,0.7119,0.5369,0.6317,7.9274,1,1
129,161500,20,1197,1177,1841,943.4,345.0,0.2974,0.7683,0.2498,20,0.2974,0.084,0.1355,0.5316,0.678,0.2317,2.7639,0.0898,0.3428,0.4395,0.3985,0.05,0.0,0.0,0.1,0.35,0.5,12,9,11,0.6389,0.5317,0.6265,7.115,154,21
129,162000,20,1197,1177,2341,1443.4,845.0,0.4401,0.9121,0.2647,20,0.4401,0.1705,0.3088,0.6496,0.8671,0.2444,2.566,0.0975,0.3339,0.3552,0.4341,0.05,0.0,0.0,0.05,0.3,0.6,0,0,11,0.6389,0.5317,0.6265,7.115,0,0
129,162500,19,1197,1178,2841,1974.9,1345.0,0.5744,0.9788,0.2433,19,0.5744,0.3087,0.5141,0.7288,0.9788,0.2349,2.7153,0.1466,0.2618,0.2927,0.4479,0.1053,0.0,0.0,0.0,0.2105,0.6842,0,1,11,0.6527,0.5322,0.6272,7.2681,0,0
130,163000,19,1206,1187,1845,1211.7,1845.0,0.3464,0.727,0.2403,19,0.3464,0.077,0.3696,0.546,0.6843,0.2739,3.3264,0.1842,0.3236,0.2323,0.5035,0.1053,0.0,0.0,0.0526,0.4211,0.4211,9,9,8,0.5774,0.541,0.6372,6.4294,137,17
130,163500,18,1206,1188,2345,1760.1,2345.0,0.5207,0.9127,0.2444,18,0.5207,0.2372,0.5044,0.7877,0.8102,0.2471,3.3502,0.1805,0.3323,0.3397,0.4235,0.1111,0.0,0.0,0.1111,0.3889,0.3889,0,1,8,0.5889,0.5417,0.6387,6.5579,0,2
130,164000,17,1206,1189,2845,2225.7,2845.0,0.6598,0.9793,0.2544,17,0.6598,0.3537,0.6248,0.9043,0.9643,0.2193,3.1019,0.2328,0.3099,0.3732,0.3739,0.0588,0.0,0.0,0.1176,0.5294,0.2941,0,1,8,0.597,0.5424,0.6397,6.6482,2,0
131,164500,20,1219,1199,1841,868.6,345.0,0.2734,0.7393,0.216,20,0.2734,0.0788,0.1854,0.4477,0.5973,0.2377,3.2464,0.0767,0.3234,0.3763,0.4061,0.1,0.0,0.0,0.15,0.2,0.55,13,10,11,0.6171,0.5441,0.6387,6.8719,168,25
131,165000,17,1219,1202,2341,1373.0,845.0,0.4444,0.9121,0.229,17,0.4444,0.2072,0.4155,0.686,0.7521,0.2375,3.1692,0.1323,0.3378,0.3777,0.3809,0.0,0.0,0.0,0.1176,0.3529,0.5294,0,3,11,0.6466,0.542,0.6369,7.2004,9,10
131,165500,17,1219,1202,2841,1873.0,1345.0,0.5976,0.9788,0.2225,17,0.5976,0.3146,0.5734,0.8038,0.8888,0.2171,2.9398,0.1574,0.3175,0.3906,0.3428,0.0,0.0,0.0,0.1176,0.5294,0.3529,0,0,11,0.6466,0.542,0.6369,7.2004,0,0
132,166000,20,1230,1210,1845,1017.8,341.0,0.3569,0.821,0.2822,20,0.3569,0.0638,0.2033,0.6183,0.7687,0.2229,3.0087,0.1876,0.2432,0.3126,0.4434,0.15,0.0,0.0,0.05,0.55,0.25,11,8,10,0.6574,0.535,0.6264,7.3206,102,25
132,166500,19,1230,1211,2345,1474.3,841.0,0.4843,0.8877,0.2888,19,0.4843,0.1478,0.44,0.7889,0.8673,0.2331,3.1158,0.1919,0.2177,0.2074,0.4731,0.1579,0.0,0.0,0.0,0.4211,0.4211,0,1,10,0.6681,0.5343,0.6257,7.4402,2,1
132,167000,18,1230,1212,2845,2009.4,1341.0,0.6547,0.9793,0.2662,18,0.6547,0.3003,0.6843,0.9168,0.9768,0.2281,3.086,0.2363,0.2131,0.2348,0.4618,0.1111,0.0,0.0,0.0556,0.5,0.3333,0,1,10,0.6845,0.5347,0.626,7.6218,0,1
133,167500,19,1240,1221,1841,1053.6,345.0,0.3454,0.8455,0.2742,19,0.3454,0.0695,0.2189,0.5367,0.7797,0.2833,3.2211,0.0088,0.3547,0.38,0.5073,0.1053,0.0,0.0,0.2632,0.3158,0.3158,10,9,9,0.7606,0.5232,0.6186,8.4694,154,24
133,168000,18,1240,1222,2341,1593.0,1593.0,0.4801,0.9121,0.2713,18,0.4801,0.1841,0.4975,0.6531,0.9063,0.2707,3.3083,0.0438,0.3274,0.2707,0.4866,0.1667,0.0,0.0,0.1667,0.3333,0.3333,0,1,9,0.7308,0.5251,0.6197,8.1379,0,1
133,168500,16,1240,1224,2841,2093.0,2093.0,0.6217,0.9788,0.2543,16,0.6217,0.3502,0.5991,0.8476,0.9788,0.258,2.7806,0.0576,0.2953,0.2029,0.4774,0.1875,0.0,0.0,0.125,0.375,0.3125,0,2,9,0.7594,0.5231,0.6167,8.4567,8,4
134,169000,20,1252,1232,1845,942.6,341.0,0.2706,0.746,0.2386,20,0.2706,0.0656,0.1223,0.5072,0.6285,0.249,3.1842,0.1209,0.2385,0.0392,0.5009,0.25,0.0,0.0,0.1,0.4,0.25,12,8,10,0.7185,0.5343,0.6268,8.0014,177,9
134,169500,19,1252,1233,2345,1395.1,841.0,0.4194,0.9109,0.262,19,0.4194,0.1834,0.2591,0.6152,0.8277,0.2311,3.1158,0.1409,0.2136,0.1195,0.4691,0.1579,0.0,0.0,0.0526,0.3684,0.4211,0,1,10,0.6765,0.5369,0.6299,7.5329,1,0
134,170000,19,1252,1233,2845,1895.1,1341.0,0.5531,0.9793,0.2566,19,0.5531,0.2642,0.5804,0.7435,0.9793,0.2363,3.0106,0.1014,0.2148,0.1839,0.4809,0.2105,0.0,0.0,0.0526,0.2105,0.5263,0,0,10,0.6765,0.5369,0.6299,7.5329,0,0
135,170500,20,1260,1240,1841,1242.6,1841.0,0.3807,0.7868,0.2351,20,0.3807,0.0676,0.4021,0.5811,0.7066,0.243,3.0842,0.1141,0.2783,0.2687,0.465,0.15,0.0,0.0,0.05,0.3,0.5,8,7,7,0.7253,0.5363,0.6302,8.0764,111,12
135,171000,19,1260,1241,2341,1711.1,2341.0,0.5224,0.8871,0.2313,19,0.5224,0.2055,0.515,0.7028,0.8221,0.2354,3.1556,0.1417,0.3016,0.3028,0.4201,0.1053,0.0,0.0,0.0526,0.4211,0.4211,0,1,7,0.7348,0.5368,0.6303,8.1827,1,0
135,171500,18,1260,1242,2841,2259.2,2841.0,0.6738,0.9788,0.2131,18,0.6738,0.3694,0.7163,0.8444,0.9613,0.2309,3.2391,0.1732,0.2509,0.2548,0.4378,0.1111,0.0,0.0,0.0556,0.4444,0.3889,0,1,7,0.7512,0.5365,0.63,8.3646,0,0
136,172000,19,1273,1254,1845,895.1,341.0,0.2885,0.846,0.2601,19,0.2885,0.0627,0.119,0.5192,0.6233,0.2996,3.3264,0.0754,0.385,0.2969,0.5301,0.1579,0.0,0.0,0.1579,0.3158,0.3684,13,12,11,0.6394,0.5364,0.6305,7.1205,167,15
136,172500,19,1273,1254,2345,1395.1,841.0,0.4181,0.9127,0.2543,19,0.4181,0.1818,0.294,0.608,0.8232,0.2991,3.4714,0.052,0.3607,0.2609,0.5474,0.2105,0.0,0.0,0.2105,0.3158,0.2632,0,0,11,0.6394,0.5364,0.6305,7.1205,0,0
