generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,fitness_std,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
39,47500,20,368,348,2500,1351.0,1077.0,0.4503,0.9333,0.0183,0.3847,0.8021,0.9333,0.3501,0.1542,2.5855,0.2117,0.2803,0.6444,0.2016,0.0,0.0,0.0,0.1,0.5,0.4,6,4,6,0.492,0.5309,0.6166,5.4789,28,17
40,48000,20,377,357,1577,572.1,593.0,0.1964,0.7603,0.0,0.141,0.3136,0.5048,0.2287,0.1764,2.1577,0.1285,0.2241,0.3471,0.346,0.0,0.0,0.0,0.0,0.25,0.75,9,9,8,0.7,0.5177,0.6057,7.7951,167,20
40,48500,18,377,359,2077,1135.7,1093.0,0.3651,0.8769,0.0984,0.287,0.5713,0.6569,0.243,0.2041,2.6416,0.1253,0.3158,0.4842,0.353,0.0556,0.0,0.0,0.1111,0.2778,0.5556,0,2,8,0.636,0.5196,0.6064,7.0824,1,7
41,49000,20,383,363,2577,1143.0,1000.0,0.3891,0.9436,0.0058,0.3129,0.7249,0.8236,0.3247,0.2316,2.6414,0.1505,0.4101,0.5326,0.3091,0.0,0.0,0.0,0.2,0.3,0.5,6,4,5,0.5363,0.5229,0.6077,5.9715,13,15
41,49500,16,383,367,2093,1284.5,1500.0,0.4235,0.8791,0.1246,0.3991,0.5541,0.8541,0.2651,0.2403,3.0778,0.1471,0.4247,0.5232,0.3096,0.0,0.0,0.0,0.1875,0.3125,0.5,0,4,5,0.5707,0.519,0.6036,6.3548,72,12
41,50000,16,383,367,2593,1784.5,2000.0,0.5657,0.9457,0.2588,0.5167,0.8435,0.9332,0.253,0.2364,3.3278,0.1516,0.4035,0.5132,0.3226,0.0,0.0,0.0,0.1875,0.4375,0.375,0,0,5,0.5707,0.519,0.6036,6.3548,0,0
42,50500,16,389,373,2500,1400.4,1530.0,0.4487,0.9333,0.1161,0.4624,0.6421,0.8105,0.2725,0.2267,3.0778,0.2949,0.3185,0.3553,0.373,0.0625,0.0,0.0,0.0,0.5625,0.375,6,6,6,0.6898,0.5223,0.6063,7.6813,94,20
43,51000,20,398,378,2030,770.3,876.0,0.2505,0.8457,0.0,0.2154,0.416,0.6082,0.27,0.1877,2.2232,0.2498,0.3002,0.261,0.3411,0.0,0.0,0.0,0.0,0.45,0.55,9,5,9,0.6519,0.5289,0.6139,7.2591,88,9
43,51500,20,398,378,2530,1270.3,1376.0,0.3945,0.9373,0.1144,0.3486,0.5476,0.7473,0.2523,0.2172,3.066,0.4739,0.3123,0.4941,0.3721,0.05,0.0,0.0,0.05,0.65,0.25,0,0,9,0.6519,0.5289,0.6139,7.2591,0,0
44,52000,20,404,384,1876,928.0,1000.0,0.2929,0.7457,0.0058,0.2896,0.4993,0.6064,0.2331,0.2306,3.0414,0.4228,0.3672,0.4456,0.3782,0.1,0.0,0.0,0.05,0.7,0.15,6,6,6,0.6931,0.5297,0.6148,7.7181,87,19
44,52500,16,404,388,2376,1415.9,1500.0,0.4753,0.9168,0.1554,0.4549,0.6757,0.7793,0.2484,0.1807,2.625,0.4185,0.2699,0.5563,0.2742,0.0,0.0,0.0,0.0,0.625,0.375,0,4,6,0.7042,0.5313,0.6158,7.8419,8,5
44,53000,15,404,389,2876,1910.3,2000.0,0.6209,0.9835,0.2772,0.5917,0.8451,0.9335,0.2518,0.181,2.8729,0.4007,0.2618,0.5368,0.2795,0.0,0.0,0.0,0.0,0.6667,0.3333,0,1,6,0.7138,0.5307,0.6151,7.9483,8,7
45,53500,20,413,393,2500,1301.7,1530.0,0.424,0.9333,0.0955,0.3549,0.6358,0.9108,0.3001,0.197,2.8282,0.2616,0.3377,0.5784,0.2689,0.0,0.0,0.0,0.1,0.4,0.5,9,4,9,0.6855,0.5262,0.6113,7.6337,82,7
46,54000,20,420,400,2030,800.2,876.0,0.2754,0.7957,0.0,0.2693,0.415,0.5932,0.2516,0.1921,2.3261,0.1362,0.2436,0.3981,0.3611,0.0,0.0,0.0,0.0,0.3,0.7,7,7,7,0.6035,0.5278,0.6125,6.7206,110,20
46,54500,20,420,400,2530,1300.2,1376.0,0.4216,0.9373,0.1071,0.4297,0.5767,0.7298,0.2597,0.2326,2.861,0.1842,0.3654,0.5138,0.3616,0.05,0.0,0.0,0.15,0.45,0.35,0,0,7,0.6035,0.5278,0.6125,6.7206,0,0
46,55000,15,420,405,1876,1525.6,1876.0,0.4967,0.8501,0.2001,0.5001,0.6986,0.8201,0.2381,0.2353,2.8402,0.0759,0.3463,0.484,0.3806,0.0,0.0,0.0,0.2,0.3333,0.4667,0,5,7,0.6016,0.5248,0.6113,6.6992,62,6
47,55500,18,426,408,2376,1541.0,1500.0,0.5019,0.9168,0.1061,0.4754,0.7855,0.9168,0.3056,0.2029,2.8638,0.034,0.2699,0.4785,0.3536,0.0,0.0,0.0,0.1111,0.2778,0.6111,6,3,5,0.7177,0.525,0.6149,7.9919,3,1
47,56000,17,426,409,2876,2104.9,2000.0,0.6511,0.9835,0.2218,0.7085,0.9085,0.9835,0.2704,0.1863,2.934,0.0467,0.2554,0.4946,0.3094,0.0,0.0,0.0,0.1176,0.2941,0.5882,0,1,5,0.691,0.5249,0.614,7.6941,1,3
48,56500,20,438,418,2500,1016.6,376.0,0.2966,0.8333,0.0681,0.1742,0.4291,0.6658,0.2491,0.2259,3.0464,0.1847,0.3116,0.4208,0.3845,0.05,0.0,0.0,0.05,0.4,0.5,12,9,12,0.6438,0.5261,0.612,7.1695,185,41
48,57000,16,438,422,1955,1145.8,876.0,0.3539,0.8607,0.1912,0.3025,0.433,0.5445,0.1749,0.1982,2.9528,0.2672,0.2643,0.4852,0.3379,0.0625,0.0,0.0,0.0,0.5625,0.375,0,4,12,0.6385,0.5235,0.6089,7.1104,57,6
49,57500,20,444,424,2455,1250.7,1376.0,0.3941,0.9273,0.0911,0.4169,0.5071,0.6823,0.2352,0.2025,2.8394,0.2818,0.2562,0.5346,0.3746,0.05,0.0,0.0,0.05,0.65,0.25,6,2,6,0.6716,0.5204,0.6063,7.4785,0,0
49,58000,19,444,425,2955,1744.1,1876.0,0.5467,0.994,0.2553,0.5837,0.6846,0.824,0.2285,0.1893,2.945,0.2628,0.2603,0.5369,0.3339,0.0526,0.0,0.0,0.0526,0.5263,0.3684,0,1,6,0.6838,0.5194,0.6054,7.6139,7,4
50,58500,19,450,431,2376,1406.8,1239.0,0.4604,0.8668,0.1279,0.4698,0.704,0.7968,0.2641,0.2074,2.8153,0.26,0.276,0.539,0.3803,0.0526,0.0,0.0,0.1053,0.4737,0.3684,6,6,6,0.6961,0.5208,0.6074,7.7518,79,15
50,59000,17,450,433,2876,2020.1,1739.0,0.6274,0.9835,0.3001,0.6319,0.8319,0.9535,0.24,0.1892,2.3746,0.2874,0.2526,0.5813,0.3497,0.0588,0.0,0.0,0.0588,0.5294,0.3529,0,2,6,0.7254,0.5183,0.6064,8.0779,5,9
51,59500,20,461,441,2239,1095.1,376.0,0.3716,0.8985,0.0754,0.2342,0.6241,0.801,0.2854,0.1725,2.1639,0.2646,0.2528,0.6555,0.3174,0.05,0.0,0.0,0.0,0.45,0.5,11,8,10,0.6192,0.5316,0.6199,6.8949,110,15
51,60000,19,461,442,2739,1632.9,876.0,0.5217,0.9652,0.2646,0.3962,0.7747,0.9652,0.2652,0.1661,2.2995,0.2877,0.2484,0.6682,0.3068,0.0526,0.0,0.0,0.0,0.5263,0.4211,0,1,10,0.6323,0.5318,0.6209,7.0415,1,3
52,60500,20,468,448,2444,1138.2,1376.0,0.3588,0.8509,0.0675,0.4146,0.4646,0.6784,0.2332,0.1272,2.0855,0.3658,0.2478,0.7364,0.1301,0.0,0.0,0.0,0.0,0.75,0.25,7,6,7,0.6545,0.5287,0.6173,7.2885,129,22
52,61000,20,468,448,2944,1638.2,1876.0,0.5054,0.9925,0.2162,0.5251,0.6564,0.77,0.2266,0.1228,1.7332,0.3981,0.2343,0.749,0.1394,0.0,0.0,0.0,0.0,0.8,0.2,0,0,7,0.6545,0.5287,0.6173,7.2885,0,0
52,61500,15,468,453,2376,1997.0,2376.0,0.6329,0.8168,0.4196,0.6418,0.7543,0.8168,0.1508,0.0973,1.6729,0.4043,0.194,0.765,0.0891,0.0,0.0,0.0,0.0,0.8,0.2,0,5,7,0.6547,0.5311,0.6189,7.2906,47,17
52,62000,15,468,453,2876,2497.0,2876.0,0.7896,0.9835,0.6069,0.8069,0.921,0.9335,0.1427,0.0993,1.4566,0.3973,0.2051,0.7693,0.0762,0.0,0.0,0.0,0.0,0.7333,0.2667,0,0,7,0.6547,0.5311,0.6189,7.2906,0,0
53,62500,20,483,463,2239,841.8,376.0,0.2848,0.8985,0.0841,0.1343,0.2806,0.8085,0.3003,0.2217,2.971,0.1691,0.374,0.5745,0.3291,0.05,0.0,0.0,0.1,0.4,0.45,15,10,14,0.8229,0.516,0.6063,9.1635,161,25
53,63000,19,483,464,2739,1366.3,876.0,0.4296,0.9652,0.1605,0.3123,0.5665,0.9652,0.2952,0.2371,2.7603,0.2208,0.3897,0.5703,0.3772,0.1053,0.0,0.0,0.1053,0.4737,0.3158,0,1,14,0.831,0.5158,0.6067,9.2537,1,3
54,63500,20,490,470,1376,978.0,1376.0,0.3091,0.5904,0.0468,0.318,0.4986,0.5723,0.2064,0.2581,3.0016,0.0704,0.4094,0.4834,0.4162,0.05,0.0,0.0,0.1,0.35,0.5,7,6,7,0.81,0.5191,0.6099,9.0197,99,8
54,64000,17,490,473,1876,1474.7,1876.0,0.4765,0.8501,0.231,0.4251,0.6685,0.7601,0.2179,0.2149,2.604,0.11,0.3502,0.532,0.3263,0.0,0.0,0.0,0.1176,0.4706,0.4118,0,3,7,0.8152,0.5185,0.6095,9.0772,8,10
54,64500,17,490,473,2376,1974.7,2376.0,0.6095,0.9168,0.3955,0.5918,0.7668,0.8418,0.1803,0.2162,2.604,0.1661,0.3591,0.5463,0.3133,0.0,0.0,0.0,0.1176,0.5294,0.3529,0,0,7,0.8152,0.5185,0.6095,9.0772,0,0
