generation,frame,population_size,average_fitness,best_fitness,worst_fitness,average_lifespan,best_lifespan,average_food_eaten,average_distance_traveled,average_spike_hits,behavioral_diversity_score,average_weight_magnitude,weight_std,convergence_score,mutation_rate,mutation_strength,recurrent_memory_usage
782,444466,179,0.9252,1.0,0.025,2852.1,3000,19.71,5060.7,3.31,0.0674,0.4706,0.5573,0.8157,0.05,0.2,0
783,445246,187,0.9232,1.0,0.025,2856.6,3000,19.52,5065.3,3.32,0.0637,0.4704,0.5571,0.8225,0.05,0.2,0
784,446006,1,0.1504,0.1504,0.1504,760.0,760,1.0,1203.2,2.0,0.0,0.4642,0.5477,0.0,0.05,0.2,0
785,446258,199,0.8961,1.0,0.025,2802.3,3000,18.7,4960.8,3.33,0.0656,0.4704,0.557,0.8249,0.05,0.2,0
786,446764,1,0.1094,0.1094,0.1094,506.0,506,1.0,845.9,3.0,0.0,0.4677,0.5507,0.0,0.05,0.2,0
787,447053,164,0.9666,1.0,0.1094,2930.0,3000,21.02,5198.4,3.27,0.0665,0.4706,0.5574,0.8145,0.05,0.2,0
788,447466,171,0.9461,1.0,0.1094,2883.3,3000,20.47,5102.1,3.19,0.0726,0.4708,0.5576,0.8267,0.05,0.2,0
789,448246,177,0.9289,1.0,0.1094,2847.6,3000,19.95,5037.7,3.16,0.0696,0.4708,0.5575,0.8219,0.05,0.2,0
790,448586,1,0.0463,0.0463,0.0463,271.0,271,0.0,508.8,2.0,0.0,0.4693,0.5527,0.0,0.05,0.2,0
791,449183,189,0.8966,1.0,0.0463,2775.8,3000,19.02,4913.5,3.16,0.0709,0.4709,0.5576,0.8179,0.05,0.2,0
792,449843,1,0.1341,0.1341,0.1341,660.0,660,1.0,1056.8,3.0,0.0,0.4621,0.5429,0.0,0.05,0.2,0
793,450053,151,0.9996,1.0,0.9954,3000.0,3000,22.05,5332.9,3.24,0.0617,0.4707,0.5575,0.8156,0.05,0.2,0
794,451246,159,0.9899,1.0,0.7,3000.0,3000,21.56,5336.2,3.25,0.0565,0.4706,0.5574,0.8188,0.05,0.2,0
795,451586,167,0.9745,1.0,0.3505,2982.2,3000,21.0,5301.0,3.21,0.0627,0.4706,0.5574,0.8128,0.05,0.2,0
796,452843,1,0.0827,0.0827,0.0827,490.0,490,0.0,865.9,2.0,0.0,0.48,0.5709,0.0,0.05,0.2,0
797,453053,182,0.953,1.0,0.0827,2958.0,3000,20.14,5252.1,3.14,0.0741,0.4707,0.5576,0.8159,0.05,0.2,0
798,454186,188,0.9391,1.0,0.0668,2929.7,3000,19.72,5198.6,3.18,0.0707,0.4708,0.5576,0.8136,0.05,0.2,0
799,454459,194,0.9291,1.0,0.0668,2916.1,3000,19.36,5176.2,3.15,0.0671,0.4709,0.5577,0.8203,0.05,0.2,0
800,454586,200,0.9233,1.0,0.0668,2912.0,3000,19.1,5167.1,3.16,0.0736,0.4709,0.5577,0.812,0.05,0.2,0
801,455177,1,0.1105,0.1105,0.1105,511.0,511,1.0,870.1,3.0,0.0,0.4624,0.545,0.0,0.05,0.2,0
802,455953,162,0.961,1.0,0.1105,2911.0,3000,20.94,5170.8,3.21,0.0656,0.4706,0.5574,0.8232,0.05,0.2,0
803,456164,168,0.9537,1.0,0.1105,2908.1,3000,20.61,5162.1,3.15,0.0631,0.4706,0.5574,0.817,0.05,0.2,0
804,457186,176,0.9349,1.0,0.1102,2871.4,3000,20.01,5096.9,3.11,0.057,0.4707,0.5575,0.8174,0.05,0.2,0
805,457586,1,0.055,0.055,0.055,342.0,342,0.0,470.3,2.0,0.0,0.4695,0.5568,0.0,0.05,0.2,0
806,458177,189,0.9179,1.0,0.055,2860.0,3000,19.29,5069.7,2.99,0.0722,0.4707,0.5575,0.8142,0.05,0.2,0
807,458953,1,0.055,0.055,0.055,321.0,321,0.0,609.7,2.0,0.0,0.4732,0.5632,0.0,0.05,0.2,0
808,459164,152,0.9973,1.0,0.65,3000.0,3000,21.93,5338.7,3.22,0.0677,0.4706,0.5574,0.8218,0.05,0.2,0
809,460186,2,0.131,0.1499,0.1121,704.0,748,0.5,1231.6,1.5,0.0712,0.4705,0.5584,0.768,0.05,0.2,0
810,460586,167,0.965,1.0,0.0717,2953.9,3000,20.76,5247.5,3.21,0.0627,0.4706,0.5573,0.813,0.05,0.2,0
811,461177,173,0.9521,1.0,0.0717,2927.2,3000,20.36,5195.8,3.21,0.0634,0.4706,0.5575,0.8125,0.05,0.2,0
812,461809,179,0.9338,1.0,0.0717,2890.4,3000,19.81,5129.2,3.2,0.061,0.4706,0.5575,0.8179,0.05,0.2,0
813,462164,187,0.9295,1.0,0.0717,2888.0,3000,19.58,5129.4,3.18,0.0612,0.4706,0.5575,0.8106,0.05,0.2,0
814,463096,3,0.0858,0.1135,0.0317,522.3,702,0.0,809.9,1.33,0.0947,0.4715,0.5574,0.8183,0.05,0.2,0
815,463249,1,0.0251,0.0251,0.0251,153.0,153,0.0,236.8,2.0,0.0,0.4766,0.5606,0.0,0.05,0.2,0
816,463931,3,0.1129,0.1138,0.112,619.7,682,0.33,1095.0,1.67,0.2799,0.4775,0.5668,0.8338,0.05,0.2,0
817,464177,161,0.9739,1.0,0.112,2955.6,3000,21.13,5270.4,3.22,0.0682,0.471,0.5578,0.8176,0.05,0.2,0
818,464809,169,0.9547,1.0,0.0575,2919.3,3000,20.51,5203.3,3.19,0.0643,0.471,0.5578,0.8101,0.05,0.2,0
819,465434,175,0.9425,1.0,0.0575,2899.1,3000,20.1,5161.3,3.13,0.0701,0.4711,0.5579,0.8246,0.05,0.2,0
820,466096,183,0.9241,1.0,0.0575,2867.2,3000,19.5,5099.5,3.07,0.0634,0.471,0.5578,0.8208,0.05,0.2,0
821,466931,1,0.038,0.038,0.038,226.0,226,0.0,392.1,2.0,0.0,0.4661,0.5586,0.0,0.05,0.2,0
822,467809,151,0.9998,1.0,0.9965,3000.0,3000,22.03,5364.0,3.23,0.0607,0.4709,0.5577,0.8271,0.05,0.2,0
823,468434,1,0.0886,0.0886,0.0886,376.0,376,1.0,674.2,3.0,0.0,0.4707,0.5575,0.0,0.05,0.2,0
824,469096,165,0.9622,1.0,0.0886,2951.6,3000,20.67,5268.9,3.11,0.0598,0.4709,0.5577,0.8187,0.05,0.2,0
825,469544,1,0.0264,0.0264,0.0264,156.0,156,0.0,278.4,2.0,0.0,0.4648,0.5469,0.0,0.05,0.2,0
826,469931,1,0.032,0.032,0.032,189.0,189,0.0,339.6,2.0,0.0,0.4741,0.5593,0.0,0.05,0.2,0
827,470809,186,0.9231,1.0,0.0264,2867.9,3000,19.5,5107.6,3.15,0.0615,0.471,0.5577,0.8224,0.05,0.2,0
828,471434,1,0.0252,0.0252,0.0252,153.0,153,0.0,238.9,2.0,0.0,0.4716,0.5526,0.0,0.05,0.2,0
829,472096,199,0.8981,1.0,0.0252,2831.3,3000,18.63,5033.4,3.04,0.0592,0.471,0.5576,0.8168,0.05,0.2,0
830,472779,1,0.1128,0.1128,0.1128,683.0,683,0.0,1088.0,1.0,0.0,0.4703,0.56,0.0,0.05,0.2,0
831,472931,163,0.978,1.0,0.1128,2970.8,3000,21.21,5313.9,3.27,0.0636,0.4709,0.5578,0.8076,0.05,0.2,0
832,473803,2,0.0637,0.0726,0.0548,381.5,443,0.0,641.8,2.0,0.1829,0.4703,0.5532,0.8794,0.05,0.2,0
833,473998,175,0.9433,1.0,0.0548,2895.6,3000,20.19,5178.3,3.26,0.0672,0.471,0.5579,0.8142,0.05,0.2,0
834,474434,181,0.9339,1.0,0.0548,2880.4,3000,19.86,5147.7,3.22,0.0713,0.471,0.5578,0.8199,0.05,0.2,0
835,475096,188,0.9217,1.0,0.0548,2856.2,3000,19.47,5107.7,3.18,0.0689,0.4709,0.5577,0.8185,0.05,0.2,0
836,475668,1,0.1712,0.1712,0.1712,572.0,572,3.0,996.7,5.0,0.0,0.4639,0.5497,0.0,0.05,0.2,0
837,475924,1,0.0433,0.0433,0.0433,256.0,256,0.0,457.2,2.0,0.0,0.469,0.5513,0.0,0.05,0.2,0
838,476410,156,0.9845,1.0,0.3172,2972.5,3000,21.56,5325.0,3.31,0.0564,0.4709,0.5577,0.8262,0.05,0.2,0
839,476803,163,0.9642,1.0,0.1122,2930.5,3000,20.94,5250.5,3.28,0.0559,0.4709,0.5578,0.8268,0.05,0.2,0
840,477482,1,0.1127,0.1127,0.1127,679.0,679,0.0,1107.9,1.0,0.0,0.4739,0.557,0.0,0.05,0.2,0
841,478096,1,0.0495,0.0495,0.0495,289.0,289,0.0,549.1,2.0,0.0,0.4677,0.5574,0.0,0.05,0.2,0
842,478684,183,0.9229,1.0,0.0495,2858.1,3000,19.56,5112.7,3.21,0.0641,0.4709,0.5577,0.8145,0.05,0.2,0
843,479273,189,0.9063,1.0,0.0495,2819.0,3000,19.1,5042.3,3.19,0.0712,0.4709,0.5577,0.8145,0.05,0.2,0
844,479433,195,0.9003,1.0,0.0495,2813.0,3000,18.85,5031.7,3.17,0.0856,0.4708,0.5577,0.8148,0.05,0.2,0
845,480015,151,0.9999,1.0,0.9976,3000.0,3000,22.07,5377.8,3.3,0.0615,0.4707,0.5577,0.8167,0.05,0.2,0
846,480482,1,0.0457,0.0457,0.0457,272.0,272,0.0,471.7,2.0,0.0,0.4744,0.5588,0.0,0.05,0.2,0
847,480913,163,0.9583,1.0,0.0457,2900.4,3000,20.93,5195.6,3.26,0.0546,0.4708,0.5577,0.8217,0.05,0.2,0
848,481302,169,0.9462,1.0,0.0457,2879.1,3000,20.52,5156.4,3.23,0.0644,0.4709,0.5578,0.8167,0.05,0.2,0
849,482182,175,0.9305,1.0,0.0457,2852.1,3000,20.01,5103.0,3.19,0.0665,0.4709,0.5578,0.8206,0.05,0.2,0
850,482433,184,0.9227,1.0,0.0457,2852.6,3000,19.61,5098.1,3.13,0.0614,0.4709,0.5578,0.8203,0.05,0.2,0
851,483425,1,0.1675,0.1675,0.1675,992.0,992,0.0,1759.7,1.0,0.0,0.4761,0.5652,0.0,0.05,0.2,0
852,483913,198,0.8987,1.0,0.0457,2808.4,3000,18.82,5012.8,3.16,0.0562,0.4709,0.5577,0.8276,0.05,0.2,0
853,484591,1,0.1018,0.1018,0.1018,612.0,612,0.0,1009.9,2.0,0.0,0.4695,0.5525,0.0,0.05,0.2,0
854,485182,160,0.9765,1.0,0.1018,2954.4,3000,21.34,5290.6,3.26,0.0574,0.4707,0.5577,0.822,0.05,0.2,0
855,485433,1,0.0356,0.0356,0.0356,216.0,216,0.0,338.3,2.0,0.0,0.4713,0.5592,0.0,0.05,0.2,0
856,486199,1,0.1505,0.1505,0.1505,766.0,766,1.0,1170.8,2.0,0.0,0.4739,0.5634,0.0,0.05,0.2,0
857,486525,1,0.0541,0.0541,0.0541,326.0,326,0.0,533.2,2.0,0.0,0.4767,0.56,0.0,0.05,0.2,0
858,486913,1,0.0318,0.0318,0.0318,187.0,187,0.0,341.8,2.0,0.0,0.474,0.5596,0.0,0.05,0.2,0
859,487591,194,0.8955,1.0,0.0318,2793.6,3000,18.86,4994.0,3.2,0.0728,0.4709,0.5577,0.8188,0.05,0.2,0
860,487867,1,0.0373,0.0373,0.0373,224.0,224,0.0,371.8,2.0,0.0,0.4668,0.5467,0.0,0.05,0.2,0
861,488182,157,0.9822,1.0,0.07,2971.1,3000,21.51,5336.4,3.34,0.0572,0.4707,0.5576,0.8225,0.05,0.2,0
862,488669,1,0.0276,0.0276,0.0276,168.0,168,0.0,260.8,2.0,0.0,0.4718,0.5572,0.0,0.05,0.2,0
863,489525,1,0.0356,0.0356,0.0356,216.0,216,0.0,338.8,2.0,0.0,0.4718,0.554,0.0,0.05,0.2,0
864,490208,1,0.1127,0.1127,0.1127,679.0,679,0.0,1107.8,1.0,0.0,0.4667,0.5499,0.0,0.05,0.2,0
865,490867,187,0.9244,1.0,0.0276,2871.5,3000,19.55,5141.0,3.26,0.0648,0.4709,0.558,0.8124,0.05,0.2,0
866,491669,1,0.0251,0.0251,0.0251,149.0,149,0.0,261.1,2.0,0.0,0.4657,0.5599,0.0,0.05,0.2,0
867,492366,151,0.9999,1.0,0.9986,3000.0,3000,22.11,5390.5,3.36,0.0578,0.4708,0.5576,0.8265,0.05,0.2,0
868,492525,157,0.9926,1.0,0.6185,3000.0,3000,21.73,5388.4,3.32,0.0524,0.4708,0.5576,0.8197,0.05,0.2,0
869,492857,163,0.9722,1.0,0.1032,2957.5,3000,21.12,5314.2,3.31,0.059,0.471,0.5578,0.8183,0.05,0.2,0
870,493546,169,0.9578,1.0,0.1032,2928.4,3000,20.66,5260.0,3.31,0.0651,0.4709,0.5576,0.8279,0.05,0.2,0
871,494448,175,0.9454,1.0,0.1032,2902.6,3000,20.29,5207.0,3.29,0.0596,0.4709,0.5577,0.8173,0.05,0.2,0
872,494742,1,0.0728,0.0728,0.0728,294.0,294,1.0,427.6,3.0,0.0,0.462,0.5494,0.0,0.05,0.2,0
873,495366,187,0.925,1.0,0.0728,2872.6,3000,19.58,5141.3,3.23,0.0606,0.4709,0.5576,0.8096,0.05,0.2,0
874,495857,195,0.921,1.0,0.0728,2877.8,3000,19.31,5150.1,3.19,0.0672,0.4709,0.5576,0.8119,0.05,0.2,0
875,496546,153,0.9977,1.0,0.725,3000.0,3000,21.95,5400.5,3.34,0.0508,0.4707,0.5577,0.8137,0.05,0.2,0
876,497276,2,0.0936,0.1494,0.0377,477.0,730,0.5,873.5,2.0,0.0398,0.4704,0.5568,0.784,0.05,0.2,0
877,497742,3,0.073,0.0906,0.0639,384.7,386,0.33,669.1,2.33,0.0857,0.4719,0.5587,0.8171,0.05,0.2,0
878,498366,1,0.0545,0.0545,0.0545,331.0,331,0.0,516.3,2.0,0.0,0.4731,0.5604,0.0,0.05,0.2,0
879,498857,186,0.9088,1.0,0.0377,2820.7,3000,19.24,5065.8,3.23,0.0716,0.4705,0.5572,0.8212,0.05,0.2,0
880,499546,1,0.0571,0.0571,0.0571,346.0,346,0.0,547.8,2.0,0.0,0.4663,0.5481,0.0,0.05,0.2,0
881,500715,2,0.085,0.1124,0.0575,506.0,669,0.0,876.0,1.5,0.094,0.472,0.558,0.7688,0.05,0.2,0
882,501135,155,0.9918,1.0,0.4387,2995.3,3000,21.74,5391.1,3.3,0.0589,0.4708,0.5576,0.8148,0.05,0.2,0
883,501366,163,0.9812,1.0,0.4387,2991.7,3000,21.24,5379.8,3.22,0.0697,0.4709,0.5577,0.8168,0.05,0.2,0
884,501857,169,0.9712,1.0,0.1129,2978.3,3000,20.86,5341.2,3.2,0.0725,0.4708,0.5576,0.8117,0.05,0.2,0
885,502516,2,0.0686,0.1121,0.0251,405.5,659,0.0,726.6,1.5,0.204,0.4735,0.5615,0.7863,0.05,0.2,0
886,503126,181,0.936,1.0,0.0251,2896.9,3000,19.88,5186.3,3.17,0.0867,0.4707,0.5574,0.8174,0.05,0.2,0
887,503715,1,0.0803,0.0803,0.0803,327.0,327,1.0,583.6,3.0,0.0,0.4674,0.5517,0.0,0.05,0.2,0
888,504135,2,0.048,0.0505,0.0455,286.5,302,0.0,489.3,2.0,0.1071,0.4655,0.5492,0.8697,0.05,0.2,0
889,504366,153,0.9987,1.0,0.8956,3000.0,3000,21.95,5414.5,3.35,0.0529,0.4707,0.5576,0.8142,0.05,0.2,0
890,504857,160,0.9726,1.0,0.0761,2937.5,3000,21.24,5300.0,3.33,0.0572,0.4708,0.5576,0.8205,0.05,0.2,0
891,505516,2,0.0972,0.1049,0.0894,430.5,478,1.0,738.1,3.0,0.105,0.4702,0.5575,0.8342,0.05,0.2,0
892,506126,176,0.926,1.0,0.0761,2836.3,3000,19.88,5109.8,3.24,0.061,0.4707,0.5574,0.8154,0.05,0.2,0
893,506840,182,0.9105,1.0,0.0761,2802.6,3000,19.42,5049.5,3.23,0.0626,0.4708,0.5574,0.8119,0.05,0.2,0
894,507135,1,0.0382,0.0382,0.0382,227.0,227,0.0,395.6,2.0,0.0,0.4796,0.566,0.0,0.05,0.2,0
895,507738,194,0.8898,1.0,0.0382,2763.4,3000,18.81,4974.9,3.19,0.0649,0.4707,0.5573,0.8174,0.05,0.2,0
896,508179,200,0.8843,1.0,0.0382,2761.1,3000,18.55,4964.4,3.16,0.0748,0.4706,0.5572,0.8113,0.05,0.2,0
897,508609,156,0.9798,1.0,0.1159,2953.9,3000,21.51,5340.8,3.35,0.0553,0.4707,0.5575,0.8191,0.05,0.2,0
898,509126,162,0.9709,1.0,0.1159,2948.2,3000,21.12,5322.4,3.28,0.0538,0.4707,0.5575,0.8173,0.05,0.2,0
899,509840,2,0.0656,0.106,0.0251,386.0,618,0.0,705.1,2.0,0.1466,0.471,0.5576,0.8005,0.05,0.2,0
900,510457,174,0.9471,1.0,0.0251,2912.5,3000,20.28,5257.2,3.22,0.0532,0.4706,0.5574,0.8223,0.05,0.2,0
901,510854,1,0.0483,0.0483,0.0483,285.0,285,0.0,515.4,2.0,0.0,0.4723,0.5586,0.0,0.05,0.2,0
902,511179,1,0.0471,0.0471,0.0471,278.0,278,0.0,502.6,2.0,0.0,0.477,0.5601,0.0,0.05,0.2,0
903,511609,1,0.0321,0.0321,0.0321,188.0,188,0.0,350.0,2.0,0.0,0.4766,0.5631,0.0,0.05,0.2,0
904,512419,1,0.187,0.187,0.187,810.0,810,2.0,1451.5,3.0,0.0,0.473,0.5614,0.0,0.05,0.2,0
905,512962,158,0.9816,1.0,0.187,2977.4,3000,21.42,5383.7,3.34,0.053,0.4706,0.5573,0.829,0.05,0.2,0
906,513671,164,0.9657,1.0,0.1122,2949.8,3000,20.9,5328.4,3.32,0.0607,0.4705,0.5572,0.814,0.05,0.2,0
907,514179,1,0.025,0.025,0.025,149.0,149,0.0,257.4,2.0,0.0,0.4779,0.5661,0.0,0.05,0.2,0
908,514609,1,0.0467,0.0467,0.0467,284.0,284,0.0,439.3,2.0,0.0,0.4675,0.5499,0.0,0.05,0.2,0
909,515147,1,0.025,0.025,0.025,147.0,147,0.0,268.3,2.0,0.0,0.4649,0.5474,0.0,0.05,0.2,0
910,515559,193,0.9027,1.0,0.025,2820.7,3000,18.94,5075.6,3.22,0.0601,0.4708,0.5575,0.8112,0.05,0.2,0
911,516298,2,0.1212,0.1497,0.0927,650.5,739,0.5,1096.1,2.0,0.0704,0.4643,0.5472,0.8929,0.05,0.2,0
912,516671,156,0.9933,1.0,0.7232,3000.0,3000,21.77,5422.8,3.4,0.0539,0.4706,0.5574,0.8251,0.05,0.2,0
913,517179,1,0.0252,0.0252,0.0252,153.0,153,0.0,240.3,2.0,0.0,0.4741,0.5635,0.0,0.05,0.2,0
914,517609,2,0.0607,0.0837,0.0377,283.5,346,0.5,521.3,2.5,0.0229,0.4694,0.5592,0.7711,0.05,0.2,0
915,518147,1,0.0392,0.0392,0.0392,229.0,229,0.0,433.9,2.0,0.0,0.4704,0.5595,0.0,0.05,0.2,0
916,518984,2,0.1233,0.1879,0.0587,594.0,837,1.0,955.6,2.5,0.1965,0.4704,0.5595,0.898,0.05,0.2,0
917,519649,1,0.0251,0.0251,0.0251,151.0,151,0.0,247.1,2.0,0.0,0.4635,0.5473,0.0,0.05,0.2,0
918,520119,1,0.1028,0.1028,0.1028,470.0,470,1.0,756.3,3.0,0.0,0.4802,0.5661,0.0,0.05,0.2,0
919,520609,156,0.9934,1.0,0.725,3000.0,3000,21.77,5424.7,3.37,0.0553,0.4707,0.5576,0.8253,0.05,0.2,0
920,521394,1,0.0252,0.0252,0.0252,151.0,151,0.0,251.6,2.0,0.0,0.4637,0.5435,0.0,0.05,0.2,0
921,522162,168,0.966,1.0,0.0252,2954.4,3000,20.85,5324.9,3.28,0.0564,0.4706,0.5573,0.8187,0.05,0.2,0
922,522611,174,0.9515,1.0,0.0252,2930.7,3000,20.35,5278.5,3.29,0.061,0.4705,0.5572,0.8238,0.05,0.2,0
923,523098,1,0.0386,0.0386,0.0386,227.0,227,0.0,415.0,2.0,0.0,0.466,0.5508,0.0,0.05,0.2,0
924,523602,186,0.923,1.0,0.0252,2870.0,3000,19.49,5165.6,3.28,0.0504,0.4704,0.557,0.8281,0.05,0.2,0
925,523932,1,0.0559,0.0559,0.0559,330.0,330,0.0,593.1,2.0,0.0,0.4732,0.5633,0.0,0.05,0.2,0
926,524394,198,0.9086,1.0,0.0252,2851.1,3000,18.94,5126.4,3.21,0.0612,0.4704,0.557,0.8187,0.05,0.2,0
927,525162,2,0.1309,0.1497,0.1122,700.5,736,0.5,1251.7,1.5,0.0607,0.4703,0.5562,0.7886,0.05,0.2,0
928,525752,1,0.0351,0.0351,0.0351,209.0,209,0.0,360.5,2.0,0.0,0.4729,0.5577,0.0,0.05,0.2,0
929,526214,1,0.0601,0.0601,0.0601,354.0,354,0.0,646.1,2.0,0.0,0.4726,0.5626,0.0,0.05,0.2,0
930,526790,174,0.9418,1.0,0.0351,2892.1,3000,20.29,5207.3,3.25,0.0615,0.4708,0.5576,0.8129,0.05,0.2,0
931,526932,181,0.9332,1.0,0.0351,2883.4,3000,19.93,5185.9,3.21,0.0714,0.4709,0.5577,0.8155,0.05,0.2,0
932,528080,187,0.9161,1.0,0.0351,2845.9,3000,19.44,5115.6,3.2,0.0653,0.4709,0.5576,0.8145,0.05,0.2,0
933,528279,193,0.9103,1.0,0.0351,2836.4,3000,19.25,5098.4,3.19,0.0726,0.4709,0.5577,0.8137,0.05,0.2,0
934,529214,152,0.999,1.0,0.85,3000.0,3000,22.12,5419.9,3.4,0.0448,0.4707,0.5576,0.8261,0.05,0.2,0
935,529790,1,0.025,0.025,0.025,149.0,149,0.0,258.0,2.0,0.0,0.474,0.5609,0.0,0.05,0.2,0
936,529932,166,0.9662,1.0,0.025,2943.2,3000,21.02,5306.6,3.27,0.0577,0.4707,0.5574,0.8181,0.05,0.2,0
937,531108,172,0.9519,1.0,0.025,2917.6,3000,20.55,5254.6,3.28,0.05,0.4708,0.5574,0.8096,0.05,0.2,0
938,531627,178,0.9417,1.0,0.025,2904.8,3000,20.16,5223.6,3.28,0.0582,0.4707,0.5573,0.8197,0.05,0.2,0
939,532214,187,0.9265,1.0,0.025,2886.9,3000,19.58,5186.5,3.2,0.0582,0.4707,0.5573,0.8058,0.05,0.2,0
940,532818,193,0.923,1.0,0.025,2889.2,3000,19.38,5181.2,3.22,0.0654,0.4708,0.5573,0.8148,0.05,0.2,0
941,533448,199,0.9106,1.0,0.025,2862.4,3000,19.01,5131.9,3.23,0.054,0.4708,0.5574,0.824,0.05,0.2,0
942,534108,158,0.9832,1.0,0.15,2971.6,3000,21.58,5352.6,3.35,0.0545,0.4707,0.5578,0.828,0.05,0.2,0
943,534621,2,0.0281,0.0312,0.025,166.0,184,0.0,298.6,2.0,0.1469,0.477,0.5625,0.7647,0.05,0.2,0
944,534802,170,0.9456,1.0,0.025,2888.1,3000,20.48,5196.3,3.29,0.059,0.4707,0.5577,0.8208,0.05,0.2,0
945,535218,176,0.9379,1.0,0.025,2880.4,3000,20.16,5173.1,3.33,0.0598,0.4706,0.5576,0.8119,0.05,0.2,0
946,535818,183,0.9186,1.0,0.025,2837.3,3000,19.61,5093.6,3.3,0.0696,0.4706,0.5575,0.817,0.05,0.2,0
947,536448,189,0.9073,1.0,0.025,2815.1,3000,19.3,5053.1,3.25,0.0555,0.4705,0.5574,0.8206,0.05,0.2,0
948,537130,1,0.1128,0.1128,0.1128,682.0,682,0.0,1095.6,1.0,0.0,0.4669,0.5483,0.0,0.05,0.2,0
949,537802,152,1.0,1.0,0.9964,3000.0,3000,22.16,5421.2,3.42,0.0507,0.4707,0.5578,0.8076,0.05,0.2,0
950,538218,159,0.9842,1.0,0.2254,2985.0,3000,21.53,5395.0,3.39,0.0544,0.4707,0.5576,0.8198,0.05,0.2,0
951,539194,165,0.9729,1.0,0.2254,2973.0,3000,21.09,5370.0,3.32,0.06,0.4707,0.5577,0.8116,0.05,0.2,0
952,539448,1,0.0249,0.0249,0.0249,145.0,145,0.0,276.3,2.0,0.0,0.4697,0.5538,0.0,0.05,0.2,0
953,540130,2,0.1075,0.1122,0.1028,560.5,663,0.5,1012.7,2.0,0.1142,0.4708,0.5538,0.888,0.05,0.2,0
954,540802,1,0.0648,0.0648,0.0648,379.0,379,0.0,712.7,2.0,0.0,0.472,0.5567,0.0,0.05,0.2,0
955,541218,3,0.046,0.0557,0.0301,273.0,331,0.0,480.6,2.0,0.1511,0.4717,0.5598,0.8274,0.05,0.2,0
956,542194,156,0.9934,1.0,0.6962,3000.0,3000,21.84,5425.5,3.39,0.0484,0.4707,0.5579,0.8158,0.05,0.2,0
957,543027,2,0.1364,0.189,0.0838,590.5,833,1.5,1006.9,3.0,0.0773,0.4678,0.552,0.8007,0.05,0.2,0
958,543130,169,0.9687,1.0,0.0838,2966.3,3000,20.92,5354.4,3.34,0.0528,0.4706,0.5577,0.8107,0.05,0.2,0
959,543969,2,0.1094,0.1417,0.0771,649.0,839,0.0,1143.3,1.5,0.0574,0.4658,0.553,0.817,0.05,0.2,0
960,544549,181,0.9425,1.0,0.0771,2916.5,3000,20.12,5263.5,3.25,0.0547,0.4705,0.5577,0.8107,0.05,0.2,0
961,545194,1,0.0842,0.0842,0.0842,493.0,493,0.0,923.8,2.0,0.0,0.482,0.5718,0.0,0.05,0.2,0
962,546027,151,1.0,1.0,1.0,3000.0,3000,22.24,5430.9,3.4,0.0418,0.4707,0.5579,0.8149,0.05,0.2,0
963,546266,1,0.04,0.04,0.04,239.0,239,0.0,408.6,2.0,0.0,0.472,0.5575,0.0,0.05,0.2,0
964,546805,163,0.9584,1.0,0.04,2905.3,3000,21.05,5253.3,3.36,0.0691,0.4709,0.558,0.8147,0.05,0.2,0
965,547549,169,0.9464,1.0,0.04,2882.9,3000,20.64,5208.2,3.36,0.0616,0.4708,0.5579,0.8156,0.05,0.2,0
966,548194,179,0.9325,1.0,0.04,2864.1,3000,20.1,5170.4,3.34,0.0766,0.4708,0.5579,0.809,0.05,0.2,0
967,549027,3,0.067,0.1123,0.0252,401.7,668,0.0,670.8,1.67,0.0796,0.4737,0.5578,0.8019,0.05,0.2,0
968,549266,194,0.9032,1.0,0.0252,2809.5,3000,19.14,5066.1,3.22,0.0588,0.4709,0.558,0.8098,0.05,0.2,0
969,549805,200,0.8932,1.0,0.0252,2784.5,3000,18.86,5021.6,3.19,0.0665,0.4709,0.558,0.8164,0.05,0.2,0
970,550549,1,0.1126,0.1126,0.1126,677.0,677,0.0,1118.3,1.0,0.0,0.4673,0.5501,0.0,0.05,0.2,0
971,551194,165,0.9669,1.0,0.1126,2939.5,3000,21.13,5312.2,3.34,0.0517,0.4705,0.5577,0.8161,0.05,0.2,0
972,552027,173,0.954,1.0,0.112,2926.7,3000,20.6,5288.2,3.25,0.0637,0.4705,0.5577,0.8119,0.05,0.2,0
973,552805,2,0.1125,0.113,0.1121,674.5,688,0.0,1130.3,1.0,0.0937,0.4711,0.555,0.8847,0.05,0.2,0
974,553549,2,0.0929,0.1491,0.0367,471.5,730,0.5,877.1,2.0,0.1422,0.4682,0.5591,0.7546,0.05,0.2,0
975,554194,153,0.9977,1.0,0.65,3000.0,3000,22.15,5433.2,3.35,0.0555,0.4708,0.558,0.8202,0.05,0.2,0
976,555027,4,0.0715,0.1493,0.025,346.5,728,0.5,638.4,2.25,0.1215,0.4764,0.5599,0.8037,0.05,0.2,0
977,555805,1,0.1421,0.1421,0.1421,700.0,700,1.0,1187.7,3.0,0.0,0.4757,0.5659,0.0,0.05,0.2,0
978,556549,179,0.9441,1.0,0.025,2904.6,3000,20.34,5237.2,3.26,0.0724,0.4711,0.5582,0.8202,0.05,0.2,0
979,557194,1,0.0533,0.0533,0.0533,313.0,313,0.0,577.6,2.0,0.0,0.4677,0.559,0.0,0.05,0.2,0
