generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,fitness_std,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
142,140000,16,1088,1072,2081,1031.5,1216.0,0.3196,0.6775,0.0709,0.3051,0.5275,0.586,0.2151,0.1857,2.5244,-0.1809,0.2489,0.5804,0.3214,0.0,0.0,0.0,0.375,0.0625,0.5625,8,10,7,0.4987,0.5315,0.6281,5.5535,102,35
143,140500,19,1094,1075,2581,1199.3,800.0,0.3792,0.7441,0.1001,0.2807,0.6566,0.7407,0.2478,0.2125,2.6551,-0.1687,0.2839,0.4391,0.372,0.0526,0.0,0.0,0.4211,0.1053,0.4211,6,3,6,0.4832,0.5314,0.6272,5.3809,10,12
144,141000,20,1100,1080,2216,957.9,919.0,0.3157,0.8955,0.0038,0.3086,0.4521,0.6705,0.2738,0.2525,3.1842,-0.1494,0.3652,0.5213,0.4136,0.05,0.0,0.0,0.35,0.15,0.45,6,5,6,0.5379,0.5317,0.6258,5.9893,44,11
144,141500,17,1100,1083,2716,1419.9,1419.0,0.4791,0.9621,0.1688,0.4498,0.6745,0.9021,0.2773,0.2159,2.8163,-0.0262,0.3104,0.4978,0.3616,0.0,0.0,0.0,0.1765,0.1176,0.7059,0,3,6,0.5564,0.5307,0.6252,6.1955,3,2
145,142000,19,1107,1088,2300,1134.9,1019.0,0.3731,0.903,0.0408,0.309,0.6234,0.781,0.2886,0.1813,2.5703,0.0456,0.2602,0.509,0.304,0.0,0.0,0.0,0.1053,0.1579,0.7368,7,5,6,0.5391,0.5323,0.6273,6.0032,93,17
145,142500,17,1107,1090,2800,1620.5,1519.0,0.5365,0.9733,0.1952,0.4775,0.7733,0.9075,0.272,0.1535,2.1812,0.0851,0.2054,0.4715,0.2776,0.0,0.0,0.0,0.0,0.1765,0.8235,0,2,6,0.5555,0.5317,0.6263,6.1855,8,8
146,143000,20,1113,1093,2919,1397.4,1216.0,0.4516,0.9892,0.0597,0.4644,0.6629,0.8992,0.3143,0.1805,2.571,0.0351,0.3063,0.5908,0.2548,0.0,0.0,0.0,0.15,0.2,0.65,6,3,5,0.505,0.5296,0.6206,5.6235,61,0
147,143500,19,1119,1100,2519,1190.1,800.0,0.3912,0.9359,0.0434,0.1849,0.7285,0.846,0.3353,0.1747,2.7529,0.0219,0.311,0.6421,0.245,0.0,0.0,0.0,0.2105,0.2105,0.5789,6,7,6,0.5143,0.5308,0.623,5.7269,77,21
148,144000,20,1125,1105,2216,942.5,626.0,0.307,0.8955,0.0037,0.2374,0.4225,0.8505,0.3029,0.1852,2.761,-0.0951,0.2811,0.5843,0.3075,0.05,0.0,0.0,0.35,0.1,0.5,6,5,6,0.5105,0.5317,0.6239,5.6848,77,18
148,144500,18,1125,1107,2716,1440.2,1126.0,0.4531,0.9621,0.1235,0.4195,0.6628,0.9446,0.2893,0.1476,2.3991,0.003,0.2198,0.5416,0.2604,0.0,0.0,0.0,0.1667,0.1111,0.7222,0,2,6,0.5299,0.5315,0.6244,5.9008,2,3
149,145000,20,1132,1112,2300,1017.8,1019.0,0.3047,0.6067,0.0433,0.3183,0.5083,0.5456,0.1954,0.1995,2.866,0.0306,0.3434,0.5701,0.2897,0.0,0.0,0.0,0.2,0.25,0.55,7,5,7,0.5781,0.5314,0.6241,6.4379,107,11
149,145500,19,1132,1113,2800,1450.3,1519.0,0.4655,0.8085,0.2033,0.4683,0.6042,0.6964,0.189,0.1977,2.7742,0.0051,0.3092,0.569,0.3187,0.0,0.0,0.0,0.1579,0.2105,0.6316,0,1,7,0.5363,0.5329,0.6253,5.9724,5,3
149,146000,15,1132,1117,2626,1953.7,2019.0,0.6318,0.9501,0.4208,0.6442,0.7347,0.8088,0.163,0.1677,2.7069,0.0866,0.2029,0.5369,0.3195,0.0,0.0,0.0,0.0667,0.2667,0.6667,0,4,7,0.5688,0.5325,0.6247,6.3335,18,7
150,146500,15,1138,1123,2519,1401.3,1716.0,0.4644,0.9359,0.0745,0.6038,0.7484,0.8309,0.3267,0.189,2.7899,0.126,0.2942,0.5557,0.2902,0.0,0.0,0.0,0.1333,0.2667,0.6,6,6,6,0.6411,0.5282,0.6206,7.1393,89,21
151,147000,20,1148,1128,2216,680.7,389.5,0.2345,0.8955,0.0036,0.1342,0.3039,0.7446,0.2827,0.2354,3.1087,0.0329,0.3843,0.5487,0.342,0.0,0.0,0.0,0.3,0.4,0.3,10,5,9,0.5868,0.5288,0.6229,6.5339,87,28
151,147500,18,1148,1130,2716,1254.2,1260.0,0.4153,0.9621,0.1386,0.3722,0.5197,0.8661,0.2717,0.1898,2.7947,0.0143,0.2847,0.5166,0.2917,0.0,0.0,0.0,0.2778,0.3333,0.3889,0,2,9,0.6069,0.5291,0.6236,6.7583,1,7
152,148000,20,1154,1134,1760,1000.4,1019.0,0.3462,0.7128,0.042,0.3767,0.5308,0.63,0.2255,0.2008,2.9842,-0.016,0.3395,0.5422,0.2735,0.0,0.0,0.0,0.25,0.2,0.55,6,4,6,0.6302,0.5294,0.6224,7.0181,70,4
152,148500,18,1154,1136,2260,1542.9,1519.0,0.5327,0.8513,0.1936,0.5769,0.6999,0.7738,0.2223,0.1747,2.7029,0.0253,0.305,0.5431,0.2268,0.0,0.0,0.0,0.1667,0.2222,0.6111,0,2,6,0.6522,0.5293,0.6232,7.2629,1,2
152,149000,15,1154,1139,2760,2154.8,2019.0,0.7498,0.968,0.5066,0.7692,0.893,0.968,0.1713,0.1363,2.2892,0.0209,0.2176,0.552,0.1951,0.0,0.0,0.0,0.1333,0.2667,0.6,0,3,6,0.6421,0.5309,0.6251,7.1506,9,5
154,149500,19,1166,1147,2519,1089.4,279.0,0.3686,0.9359,0.0527,0.0953,0.7362,0.9159,0.3599,0.1933,2.3995,-0.0584,0.3451,0.6042,0.2797,0.0,0.0,0.0,0.3158,0.1579,0.5263,12,8,6,0.5341,0.5319,0.6299,5.9478,132,36
155,150000,20,1173,1153,2216,651.0,760.0,0.2261,0.8955,0.0035,0.202,0.2975,0.4436,0.2467,0.2286,2.771,-0.1049,0.4018,0.6061,0.3177,0.0,0.0,0.0,0.35,0.1,0.55,7,6,7,0.682,0.5283,0.6255,7.594,103,27
155,150500,18,1173,1155,2716,1138.9,1260.0,0.3764,0.9621,0.1218,0.3408,0.4815,0.7291,0.2504,0.2111,2.7255,-0.1236,0.3099,0.5431,0.3405,0.0,0.0,0.0,0.3889,0.1111,0.5,0,2,7,0.7088,0.5289,0.6265,7.8925,3,6
156,151000,20,1179,1159,1779,1078.3,1019.0,0.3445,0.8347,0.043,0.2678,0.5413,0.6647,0.2456,0.219,2.7394,-0.0164,0.2984,0.555,0.3831,0.05,0.0,0.0,0.15,0.15,0.65,6,4,6,0.6379,0.5271,0.6248,7.103,52,12
156,151500,18,1179,1161,2279,1674.1,1519.0,0.5359,0.9013,0.2928,0.4785,0.7645,0.8081,0.22,0.2197,2.7527,-0.0438,0.2811,0.5121,0.3965,0.0556,0.0,0.0,0.1667,0.1111,0.6667,0,2,6,0.6646,0.5287,0.6268,7.4003,0,4
156,152000,17,1179,1162,2779,2183.2,2019.0,0.6845,0.968,0.4115,0.6955,0.9455,0.968,0.2292,0.2037,2.6157,-0.0019,0.2411,0.4851,0.3826,0.0588,0.0,0.0,0.1176,0.1176,0.7059,0,1,6,0.676,0.5269,0.6256,7.5276,2,0
157,152500,16,1187,1171,2519,1198.2,997.5,0.3491,0.8244,0.0547,0.2922,0.6155,0.6484,0.2797,0.1793,2.5218,0.0143,0.2503,0.5923,0.3317,0.0625,0.0,0.0,0.1875,0.1875,0.5625,8,9,8,0.5442,0.5248,0.6187,6.0597,173,28
158,153000,16,1193,1177,2216,895.2,779.0,0.3004,0.8955,0.0243,0.2265,0.4427,0.719,0.283,0.1654,2.3496,0.0552,0.2419,0.6224,0.2818,0.0,0.0,0.0,0.125,0.1875,0.6875,6,6,6,0.5438,0.523,0.6174,6.0559,40,11
159,153500,20,1199,1179,2716,934.1,631.0,0.3189,0.9621,0.0116,0.2093,0.5472,0.7796,0.3076,0.1729,2.2232,0.0447,0.1699,0.5653,0.3585,0.0,0.0,0.0,0.05,0.15,0.8,6,2,6,0.5551,0.5234,0.6156,6.181,13,4
159,154000,17,1199,1182,1779,1119.7,1131.0,0.387,0.8372,0.1446,0.3226,0.4995,0.7272,0.2253,0.1596,2.0636,0.0345,0.1775,0.5747,0.3056,0.0,0.0,0.0,0.0588,0.1176,0.8235,0,3,6,0.5891,0.5223,0.6137,6.5605,75,15
159,154500,16,1199,1183,2279,1619.0,1631.0,0.5458,0.9039,0.2883,0.5342,0.7266,0.8539,0.2198,0.1232,1.8024,0.055,0.1707,0.6328,0.2046,0.0,0.0,0.0,0.0625,0.125,0.8125,0,1,6,0.5961,0.5205,0.6114,6.6376,5,7
159,155000,16,1199,1183,2779,2119.0,2131.0,0.6659,0.9705,0.3984,0.6841,0.8432,0.9705,0.2165,0.1224,1.9212,0.0483,0.1748,0.6307,0.1961,0.0,0.0,0.0,0.0625,0.1875,0.75,0,0,6,0.5961,0.5205,0.6114,6.6376,0,0
161,155500,20,1211,1191,2631,1106.9,352.0,0.3573,0.9508,0.0644,0.1516,0.5957,0.8358,0.3221,0.191,2.6464,0.076,0.3152,0.5268,0.2847,0.0,0.0,0.0,0.1,0.3,0.6,12,8,6,0.6211,0.529,0.6236,6.9161,136,31
161,156000,16,1211,1195,2559,1225.9,852.0,0.3926,0.8162,0.1736,0.306,0.5251,0.6787,0.2015,0.1954,2.5306,0.0855,0.3353,0.5088,0.2692,0.0,0.0,0.0,0.0625,0.25,0.6875,0,4,6,0.6148,0.5314,0.6258,6.8463,79,6
162,156500,20,1220,1200,1352,727.9,1211.0,0.2756,0.7062,0.0112,0.3248,0.4728,0.6086,0.2498,0.223,2.7087,0.0442,0.3522,0.6136,0.3471,0.0,0.0,0.0,0.2,0.2,0.6,9,5,8,0.6333,0.5338,0.6289,7.0518,45,16
162,157000,19,1220,1201,1852,1202.4,1711.0,0.439,0.8469,0.1424,0.4513,0.6531,0.7832,0.2475,0.2013,2.4048,0.1072,0.3113,0.5892,0.3267,0.0,0.0,0.0,0.1053,0.2105,0.6842,0,1,8,0.6401,0.5323,0.6269,7.1273,12,5
162,157500,19,1220,1201,2352,1702.4,2211.0,0.5629,0.9136,0.2489,0.5846,0.7323,0.8698,0.2282,0.2176,2.6551,0.0989,0.3018,0.5551,0.3722,0.0,0.0,0.0,0.1053,0.3158,0.5789,0,0,8,0.6401,0.5323,0.6269,7.1273,0,0
162,158000,17,1220,1203,2852,2210.4,2711.0,0.6857,0.9803,0.4113,0.7132,0.8115,0.9503,0.1987,0.2196,2.9398,0.1744,0.259,0.4831,0.4008,0.0,0.0,0.0,0.0588,0.4118,0.5294,0,2,8,0.6606,0.5337,0.6291,7.3565,22,5
163,158500,16,1229,1213,2059,1098.8,352.0,0.3935,0.8745,0.1069,0.1925,0.7092,0.8237,0.3015,0.183,2.0524,0.1295,0.206,0.6296,0.3577,0.0,0.0,0.0,0.0625,0.4375,0.5,9,10,8,0.5299,0.5362,0.629,5.9002,143,23
163,159000,16,1229,1213,2559,1598.8,852.0,0.532,0.9412,0.2477,0.3695,0.8264,0.9412,0.2828,0.1984,2.1468,0.1602,0.2328,0.5727,0.3743,0.0,0.0,0.0,0.125,0.4375,0.4375,0,0,8,0.5299,0.5362,0.629,5.9002,0,0
164,159500,20,1240,1220,1352,640.9,59.0,0.2247,0.6952,0.0116,0.0619,0.3971,0.4805,0.2234,0.2521,2.8414,-0.037,0.4092,0.6407,0.429,0.05,0.0,0.0,0.35,0.25,0.35,11,7,9,0.6104,0.5314,0.6231,6.7966,148,19
164,160000,19,1240,1221,1852,1171.5,559.0,0.3798,0.8469,0.1336,0.3616,0.5344,0.622,0.2197,0.2457,2.6551,-0.018,0.3512,0.5677,0.4595,0.1053,0.0,0.0,0.2105,0.3158,0.3684,0,1,9,0.5758,0.5329,0.6246,6.4115,0,2
164,160500,17,1240,1223,2352,1667.5,1059.0,0.5268,0.9136,0.2492,0.5636,0.6886,0.7614,0.2112,0.2491,2.6987,0.0029,0.3454,0.5618,0.4907,0.1176,0.0,0.0,0.1765,0.3529,0.3529,0,2,9,0.591,0.5301,0.6212,6.5811,7,7
164,161000,16,1240,1224,2852,2205.5,2205.5,0.6956,0.9803,0.4532,0.7061,0.8065,0.9303,0.1966,0.242,2.7744,0.057,0.2773,0.5318,0.5138,0.125,0.0,0.0,0.125,0.375,0.375,0,1,9,0.5961,0.5283,0.6189,6.638,1,0
165,161500,19,1252,1233,2059,980.9,352.0,0.3784,0.8655,0.094,0.2677,0.6745,0.826,0.2873,0.1785,1.9527,-0.0311,0.2107,0.6252,0.4062,0.0526,0.0,0.0,0.2632,0.0526,0.6316,12,9,11,0.6321,0.5329,0.6271,7.0391,122,23
165,162000,16,1252,1236,2559,1492.1,852.0,0.5689,0.9412,0.2715,0.4539,0.8537,0.9412,0.271,0.1319,1.7947,-0.0198,0.2167,0.6969,0.1962,0.0,0.0,0.0,0.1875,0.0625,0.75,0,3,11,0.6143,0.5323,0.626,6.8407,3,8
167,162500,20,1264,1244,1352,582.5,80.0,0.2252,0.7637,0.0115,0.0383,0.4317,0.6869,0.2696,0.16,2.466,-0.064,0.297,0.7025,0.1904,0.0,0.0,0.0,0.35,0.2,0.45,12,8,6,0.574,0.5347,0.6294,6.3918,164,32
167,163000,15,1264,1249,1852,1168.0,580.0,0.4082,0.8469,0.1576,0.2564,0.6293,0.8069,0.2607,0.1534,1.8892,-0.0066,0.2456,0.6424,0.2191,0.0,0.0,0.0,0.2,0.1333,0.6667,0,5,6,0.6295,0.5335,0.628,7.01,22,21
168,163500,20,1270,1250,2352,1248.3,1069.5,0.4115,0.9136,0.0334,0.3694,0.6199,0.8911,0.3011,0.1592,2.1855,-0.0603,0.2748,0.6683,0.2072,0.0,0.0,0.0,0.35,0.1,0.55,6,1,6,0.5755,0.5327,0.627,6.4083,3,5
169,164000,20,1276,1256,2852,1187.5,1115.0,0.3933,0.9803,0.0074,0.4179,0.6418,0.8678,0.3264,0.2242,2.9842,-0.0115,0.3673,0.6026,0.3337,0.05,0.0,0.0,0.3,0.25,0.4,6,6,6,0.6284,0.5301,0.6247,6.9974,46,30
169,164500,16,1276,1260,2080,1271.3,1171.0,0.4161,0.8745,0.1296,0.397,0.594,0.7539,0.256,0.2471,2.9528,0.0398,0.3851,0.5407,0.3895,0.0625,0.0,0.0,0.1875,0.375,0.375,0,4,6,0.6171,0.5285,0.6221,6.8723,97,12
169,165000,15,1276,1261,2580,1778.0,1671.0,0.5705,0.9412,0.2665,0.619,0.7728,0.899,0.25,0.224,2.7329,0.0957,0.3632,0.5915,0.3407,0.0,0.0,0.0,0.1333,0.4,0.4667,0,1,6,0.6304,0.5288,0.6228,7.0196,1,1
171,165500,20,1288,1268,2171,796.1,226.0,0.2583,0.8895,0.0107,0.1175,0.4109,0.6665,0.2781,0.2155,2.7394,-0.0401,0.3106,0.4588,0.362,0.05,0.0,0.0,0.2,0.1,0.65,12,7,5,0.6032,0.538,0.6352,6.7168,112,27
171,166000,19,1288,1269,2671,1257.0,726.0,0.4056,0.9561,0.1472,0.2979,0.597,0.8438,0.267,0.1974,2.7529,-0.0222,0.2797,0.5093,0.3431,0.0526,0.0,0.0,0.2632,0.1053,0.5789,0,1,5,0.6059,0.5362,0.6331,6.7473,1,0
172,166500,20,1294,1274,2540,1019.0,1059.0,0.3489,0.9387,0.0035,0.3399,0.5586,0.7,0.2746,0.2523,3.0219,-0.1422,0.3297,0.4703,0.4615,0.15,0.0,0.0,0.25,0.1,0.5,6,5,6,0.7057,0.535,0.6341,7.8584,82,11
172,167000,15,1294,1279,1726,1278.8,1559.0,0.4517,0.8233,0.1454,0.4685,0.6108,0.7749,0.2365,0.2058,2.9232,-0.0789,0.271,0.4812,0.3497,0.0,0.0,0.0,0.2667,0.1333,0.6,0,5,6,0.6745,0.5382,0.6379,7.5113,52,12
172,167500,15,1294,1279,2226,1778.8,2059.0,0.5829,0.8968,0.2847,0.5995,0.7843,0.8634,0.2272,0.2031,2.9736,-0.061,0.2831,0.4292,0.333,0.0667,0.0,0.0,0.2667,0.2,0.4667,0,0,6,0.6745,0.5382,0.6379,7.5113,0,0
173,168000,20,1300,1280,2726,1704.3,2038.5,0.5417,0.9635,0.0696,0.5881,0.8343,0.9635,0.3437,0.207,2.871,-0.0515,0.2893,0.4574,0.3441,0.0,0.0,0.0,0.25,0.2,0.55,6,1,6,0.7097,0.5344,0.6333,7.9031,1,1
174,168500,16,1306,1290,2018,865.6,737.0,0.284,0.7191,0.0448,0.187,0.4503,0.6411,0.238,0.2209,2.9056,-0.0955,0.389,0.612,0.286,0.0,0.0,0.0,0.375,0.1875,0.4375,6,10,6,0.7524,0.5272,0.6266,8.3782,208,34
175,169000,19,1312,1293,2518,1075.7,726.0,0.3514,0.8819,0.0417,0.2707,0.5941,0.7707,0.2846,0.1668,2.6551,0.021,0.3115,0.6123,0.2094,0.0,0.0,0.0,0.2105,0.2105,0.5789,6,3,6,0.7377,0.5253,0.6237,8.2148,1,5
176,169500,20,1318,1298,1737,811.9,713.0,0.2821,0.7816,0.0034,0.2796,0.3467,0.6656,0.2428,0.1738,2.871,0.1154,0.3397,0.6582,0.1861,0.0,0.0,0.0,0.15,0.4,0.45,6,5,6,0.6633,0.5244,0.6188,7.3866,63,13
176,170000,18,1318,1300,2237,1333.0,1213.0,0.4456,0.8983,0.1169,0.4811,0.5445,0.7858,0.2416,0.1393,2.1714,0.1608,0.2602,0.6213,0.1576,0.0,0.0,0.0,0.0556,0.3889,0.5556,0,2,6,0.6897,0.525,0.6206,7.6797,2,4
176,170500,15,1318,1303,2737,1996.0,1713.0,0.649,0.9649,0.3794,0.678,0.745,0.9449,0.198,0.1057,1.8892,0.1739,0.1758,0.6151,0.1504,0.0,0.0,0.0,0.0,0.4,0.6,0,3,6,0.6934,0.5288,0.625,7.7217,6,7
177,171000,19,1327,1308,2726,1388.8,1518.0,0.4327,0.8451,0.0468,0.5201,0.7543,0.8398,0.3243,0.1275,2.2471,0.1534,0.2217,0.6194,0.1682,0.0,0.0,0.0,0.1053,0.4211,0.4737,9,5,9,0.63,0.5234,0.6178,7.015,104,10
177,171500,16,1327,1311,2713,1638.1,1377.5,0.5373,0.9617,0.2404,0.4812,0.7785,0.9117,0.2837,0.1147,1.9669,0.1401,0.1698,0.6373,0.1995,0.0,0.0,0.0,0.0625,0.25,0.6875,0,3,9,0.5857,0.5209,0.6126,6.5223,34,4
178,172000,19,1337,1318,2518,832.9,213.0,0.2992,0.8607,0.0419,0.1179,0.4757,0.6971,0.2657,0.1761,2.6292,0.0151,0.1881,0.5433,0.3658,0.0526,0.0,0.0,0.1579,0.1579,0.6316,10,7,7,0.6076,0.5241,0.6175,6.7657,102,16
178,172500,16,1337,1321,1737,1161.0,713.0,0.4121,0.8316,0.1973,0.3001,0.5368,0.7275,0.2105,0.1534,2.0462,-0.0199,0.1337,0.5293,0.3421,0.0625,0.4375,0.0,0.0625,0.0625,0.375,0,3,7,0.6404,0.5224,0.6158,7.1315,30,5
179,173000,18,1343,1325,2237,1267.7,1213.0,0.43,0.8983,0.0688,0.3753,0.6442,0.8383,0.2858,0.172,2.7689,-0.0197,0.2595,0.4466,0.2991,0.0556,0.0,0.0,0.1667,0.2222,0.5556,6,4,5,0.6423,0.5278,0.6247,7.1519,21,18
179,173500,17,1343,1326,2737,1821.5,1713.0,0.5793,0.9649,0.2356,0.5784,0.8284,0.9399,0.2685,0.1683,2.911,-0.0034,0.2648,0.4363,0.2726,0.0588,0.0,0.0,0.1765,0.2353,0.5294,0,1,5,0.6493,0.5272,0.6236,7.2306,0,2
180,174000,19,1352,1333,2213,1095.9,1353.0,0.3508,0.8951,0.0596,0.3612,0.5516,0.7301,0.2777,0.1825,2.8656,-0.05,0.2623,0.4542,0.3005,0.0,0.0,0.0,0.3158,0.2105,0.4737,9,7,7,0.5131,0.5272,0.6207,5.7142,120,14
180,174500,18,1352,1334,2713,1643.7,1853.0,0.5183,0.9617,0.177,0.5244,0.7062,0.9017,0.2676,0.1821,2.8638,-0.0189,0.252,0.449,0.305,0.0,0.0,0.0,0.2222,0.2222,0.5556,0,1,7,0.516,0.5267,0.6206,5.7459,0,2
181,175000,20,1361,1341,2353,999.4,1237.0,0.345,0.8949,0.0651,0.3061,0.5815,0.7487,0.283,0.1995,2.7232,0.1495,0.2619,0.5389,0.35,0.0,0.0,0.0,0.1,0.4,0.5,9,7,8,0.5608,0.528,0.6241,6.2449,100,15
181,175500,19,1361,1342,2853,1486.9,1737.0,0.4954,0.9791,0.2247,0.3911,0.6878,0.8464,0.2625,0.1827,2.4995,0.1555,0.2213,0.5509,0.3338,0.0,0.0,0.0,0.0526,0.3684,0.5789,0,1,8,0.5693,0.5284,0.625,6.3396,5,3
181,176000,15,1361,1346,2237,1622.6,1213.0,0.5553,0.8983,0.3459,0.4463,0.7856,0.8883,0.219,0.1767,2.0923,0.1666,0.2339,0.5921,0.3062,0.0,0.0,0.0,0.0,0.3333,0.6667,0,4,8,0.6023,0.5252,0.6194,6.7066,65,6
182,176500,18,1367,1349,2737,1483.9,1713.0,0.5018,0.9649,0.1095,0.5186,0.6971,0.9649,0.3162,0.1745,2.5997,0.1537,0.2737,0.6505,0.2631,0.0,0.0,0.0,0.0556,0.3333,0.6111,6,3,5,0.6209,0.5253,0.6198,6.9136,19,5
183,177000,20,1373,1353,2213,1209.2,843.0,0.3921,0.8201,0.0646,0.2792,0.6451,0.7076,0.2671,0.1867,2.2464,0.139,0.3011,0.663,0.2945,0.0,0.0,0.0,0.05,0.4,0.55,6,4,6,0.6845,0.5267,0.6229,7.6225,104,15
183,177500,19,1373,1354,2713,1760.4,1343.0,0.5723,0.9117,0.2517,0.4643,0.7992,0.9117,0.2416,0.1542,2.2685,0.171,0.2441,0.7026,0.2376,0.0,0.0,0.0,0.0526,0.3684,0.5789,0,1,6,0.6925,0.5254,0.6213,7.7108,0,1
184,178000,20,1382,1362,1843,958.0,1237.0,0.335,0.8457,0.0408,0.3022,0.5986,0.6257,0.2752,0.1979,2.8016,-0.0579,0.3315,0.6356,0.3013,0.0,0.0,0.0,0.3,0.15,0.55,9,8,9,0.6216,0.5296,0.6248,6.922,124,28
184,178500,20,1382,1362,2343,1458.0,1737.0,0.4653,0.9124,0.1616,0.3952,0.7235,0.7899,0.2658,0.22,2.32,-0.0801,0.3755,0.6414,0.3409,0.05,0.0,0.0,0.3,0.15,0.5,0,0,9,0.6216,0.5296,0.6248,6.922,0,0
184,179000,18,1382,1364,2843,2040.8,2237.0,0.6185,0.9791,0.3008,0.5689,0.8872,0.9266,0.2616,0.2184,1.9875,-0.0332,0.3431,0.6115,0.3858,0.0556,0.0,0.0,0.2778,0.1667,0.5,0,2,9,0.631,0.5278,0.6228,7.0267,1,2
185,179500,17,1390,1373,2737,1369.5,1713.0,0.4415,0.9649,0.095,0.4534,0.7149,0.838,0.3021,0.2165,2.9398,0.0066,0.3222,0.5256,0.3512,0.0588,0.0,0.0,0.1765,0.2353,0.5294,8,9,8,0.602,0.5278,0.623,6.704,110,26
186,180000,20,1398,1378,2213,874.6,843.0,0.3087,0.8951,0.0702,0.2639,0.4061,0.6926,0.2603,0.191,2.7639,0.0538,0.3051,0.551,0.3053,0.0,0.0,0.0,0.15,0.3,0.55,8,5,7,0.6169,0.5295,0.6251,6.87,84,9
186,180500,18,1398,1380,2713,1411.8,1343.0,0.4782,0.9617,0.2178,0.417,0.5646,0.8567,0.2396,0.1706,2.211,0.0983,0.2984,0.5863,0.2619,0.0,0.0,0.0,0.0556,0.2778,0.6667,0,2,7,0.6415,0.5292,0.6247,7.1433,1,4
