generation,frame,population_size,average_fitness,best_fitness,worst_fitness,average_lifespan,best_lifespan,average_food_eaten,average_distance_traveled,average_spike_hits,behavioral_diversity_score,average_weight_magnitude,weight_std,convergence_score,mutation_rate,mutation_strength,recurrent_memory_usage
387,455788,6,0.0537,0.0642,0.0338,195.0,195,0.67,550.3,0.33,0.3017,0.552,0.6671,0.2524,0.15,0.3,0
388,457167,6,0.5289,0.6619,0.3547,1379.0,1379,10.67,3918.7,2.33,0.1781,0.5296,0.6501,0.2762,0.15,0.3,0
389,457688,6,0.2132,0.3283,0.1526,521.0,521,4.5,1562.6,0.0,0.1642,0.54,0.6692,0.1442,0.15,0.3,0
390,458788,6,0.3299,0.4418,0.1445,1009.7,1100,5.67,2680.9,2.67,0.2295,0.5481,0.6628,0.2315,0.15,0.3,0
391,460167,9,0.4717,0.7744,0.3566,1379.0,1379,8.89,3976.1,2.56,0.2083,0.5409,0.6511,0.2535,0.15,0.3,0
392,461788,7,0.4913,0.7161,0.1977,1523.7,1621,8.0,4519.8,0.57,0.1589,0.5408,0.6558,0.0904,0.15,0.3,0
393,463167,14,0.4178,0.5808,0.1934,1282.4,1379,7.07,3503.0,1.07,0.2142,0.5171,0.6347,0.1747,0.15,0.3,0
394,464788,9,0.5482,0.6872,0.145,1501.0,1621,10.44,4395.0,2.11,0.1529,0.5208,0.6344,0.1827,0.15,0.3,0
395,466167,12,0.4264,0.6186,0.1355,1261.8,1379,7.42,3636.8,2.92,0.1802,0.5466,0.6682,0.162,0.15,0.3,0
396,467788,11,0.4904,0.6161,0.1926,1543.9,1621,7.73,4765.8,1.27,0.1934,0.5292,0.6468,0.1878,0.15,0.3,0
397,469167,11,0.4229,0.5518,0.2015,1344.7,1379,6.55,3998.3,1.73,0.2452,0.5206,0.6361,0.1841,0.15,0.3,0
398,470788,11,0.4193,0.7309,0.1059,1444.5,1621,6.27,3544.6,0.91,0.2577,0.519,0.6403,0.2201,0.15,0.3,0
399,472167,11,0.4476,0.6975,0.1821,1295.4,1379,7.91,3859.9,2.0,0.1866,0.5333,0.6583,0.1574,0.15,0.3,0
400,473475,11,0.3202,0.5092,0.0273,1004.5,1308,5.09,2951.3,1.36,0.2325,0.5333,0.6556,0.1651,0.15,0.3,0
401,473788,6,0.1059,0.16,0.0621,313.0,313,1.83,917.7,0.33,0.1944,0.5049,0.6277,0.1882,0.15,0.3,0
